SnordsVehicles,,,,,,,,,
vehicledef_HUNTER_LRM15,5,,4,,5,,4,,0
vehicledef_STRIKER_LRM,5,,4,,5,,2,,0
vehicledef_YELLOWJACKET_ARROWIV,0,,0,,0,,0,3067-01-01T00:00:00Z,4
vehicledef_CAVALRY_INFANTRY,0,,0,,0,,0,3062-01-01T00:00:00Z,4
vehicledef_PEGASUS,94,,67,,37,,24,,12
vehicledef_HUNTER_LRM10,5,,4,,5,,4,,0
vehicledef_HUNTER,21,,31,,31,,30,,51
vehicledef_GALLEON_GAL-102,0,,0,3049-01-01T00:00:00Z,5,,17,,31
vehicledef_SARACEN,10,,13,,16,,15,,12
vehicledef_HUNTER_AMMO,5,,4,,5,,4,,0
vehicledef_PEGASUS_MISSILE,10,,4,,5,,2,,4
vehicledef_STRIKER_AMMO,0,,0,,0,3055-01-01T00:00:00Z,2,,4
vehicledef_SCIMITAR_MISSILE,5,,9,,5,,6,,4
vehicledef_SALADIN_LBX,0,,0,,0,,0,3060-01-01T00:00:00Z,31
vehicledef_STRIKER_3061,0,,0,,0,,0,3060-01-01T00:00:00Z,8
vehicledef_YELLOWJACKET,0,,0,,0,3058-01-01T00:00:00Z,15,,24
vehicledef_YELLOWJACKET_RAC,0,,0,,0,,0,3065-01-01T00:00:00Z,4
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,3058-01-01T00:00:00Z,2,,4
vehicledef_SALADIN_ULTRA,0,,0,,0,,0,3063-01-01T00:00:00Z,24
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,172,,160,,162,,143,,0
vehicledef_VEDETTE,485,,460,,446,,286,,112
vehicledef_HETZER_LASER,10,,10,,8,,5,,5
vehicledef_HETZER_AC10,10,,10,,8,,5,,5
vehicledef_HETZER_SCOUT,10,,10,,8,,5,,5
vehicledef_VEDETTE_NETC,0,,0,,0,3055-01-01T00:00:00Z,71,,230
vehicledef_GOBLIN,30,,30,,23,,0,,0
vehicledef_HETZER,71,,60,,46,,38,,5
vehicledef_HETZER_SRM,10,,10,,8,,5,,5
vehicledef_CONDOR,61,,50,,46,,38,,5
vehicledef_HETZER_LRM,10,,10,,8,,5,,5
vehicledef_FALCON,20,,30,,23,,22,,20
vehicledef_MAXIM_SRM4,10,,10,,8,,5,,5
vehicledef_BANDIT-H,0,,0,,0,3058-01-01T00:00:00Z,5,,15
vehicledef_VEDETTE_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,112
vehicledef_MAXIM_AP,0,,0,,0,3055-01-01T00:00:00Z,5,,5
vehicledef_BANDIT-B,0,,0,,0,3058-01-01T00:00:00Z,5,,10
vehicledef_MAXIM_SRM2,10,,10,,8,,5,,0
vehicledef_MAXIM,91,,90,,85,,33,,5
vehicledef_MAXIM_I,0,,0,,0,,0,3060-01-01T00:00:00Z,82
vehicledef_MAXIM_C3S,0,,0,,0,,0,3067-01-01T00:00:00Z,5
vehicledef_GOBLIN_IS,0,,0,,0,3055-01-01T00:00:00Z,60,,56
vehicledef_BANDIT-C,0,,0,,0,3058-01-01T00:00:00Z,5,,10
vehicledef_MAXIM_3052,0,,0,,0,3055-01-01T00:00:00Z,5,,5
vehicledef_MAXIM_BA,0,,0,,0,3055-01-01T00:00:00Z,11,,10
vehicledef_CHAPARRAL_MG,0,,0,,0,,0,3061-01-01T00:00:00Z,5
vehicledef_CHAPARRAL,0,,0,3049-01-01T00:00:00Z,54,,44,,15
vehicledef_MYRMIDON,0,,0,,0,,0,3060-01-01T00:00:00Z,56
vehicledef_MAXIM_BAv2,0,,0,,0,3058-01-01T00:00:00Z,5,,5
vehicledef_BANDIT-D,0,,0,,0,3058-01-01T00:00:00Z,5,,10
vehicledef_CHAPARRAL_SRM,0,,0,,0,,0,3060-01-01T00:00:00Z,10
vehicledef_BANDIT-G,0,,0,,0,3058-01-01T00:00:00Z,5,,5
vehicledef_BANDIT-E,0,,0,,0,3058-01-01T00:00:00Z,5,,10
vehicledef_MAXIM_FS,0,,0,,0,3052-01-01T00:00:00Z,11,,10
vehicledef_BANDIT-F,0,,0,,0,3058-01-01T00:00:00Z,5,,5
vehicledef_BANDIT-A,0,,0,,0,3058-01-01T00:00:00Z,5,,5
vehicledef_ZEPHYR,0,,0,,0,3055-01-01T00:00:00Z,44,,56
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,10,,8,,11,,0
vehicledef_BANDIT-PRIME,0,,0,,0,3058-01-01T00:00:00Z,5,,15
vehicledef_CONDOR_FUSION,0,,0,3040-01-01T00:00:00Z,8,,5,,5
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,40,,46,,33,,0
vehicledef_CONDOR_LASER,0,,0,,0,,0,3060-01-01T00:00:00Z,20
vehicledef_FULCRUM,0,,0,,0,3056-01-01T00:00:00Z,44,,41
vehicledef_CONDOR_3068,0,,0,,0,,0,3067-01-01T00:00:00Z,5
Heavies,,,,,,,,,
vehicledef_HI-SCOUT,20,,15,,17,,17,,19
vehicledef_CARRIER_AC2,41,,37,,33,,34,,19
vehicledef_CARRIER_LBX,0,,0,,0,,0,3062-01-01T00:00:00Z,19
vehicledef_BULLDOG_AC2,31,,22,,17,,17,,0
vehicledef_CARRIER_LASER,51,,52,,50,,51,,39
vehicledef_THUMPER,153,,96,,67,,51,,39
vehicledef_BULLDOG,51,,52,,33,,34,,0
vehicledef_PIKE,51,,52,,50,,51,,0
vehicledef_MARKSMAN,10,,0,,0,,0,,0
vehicledef_PO,0,,0,3049-01-01T00:00:00Z,50,,51,,58
vehicledef_MORNINGSTAR,0,,0,,0,,0,3065-01-01T00:00:00Z,39
vehicledef_BULLDOG_LRM,31,,22,,17,,17,,0
vehicledef_CARRIER_MRM,0,,0,,0,,0,3062-01-01T00:00:00Z,58
vehicledef_CARRIER_SRM_3054,0,,0,,0,3055-01-01T00:00:00Z,17,,19
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,26,,87
vehicledef_CARRIER_SRM,153,,141,,133,,77,,78
vehicledef_CARRIER_LRM,153,,141,,133,,111,,68
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,10
vehicledef_ZHUKOV,0,3029-01-01T00:00:00Z,52,,50,,51,,58
vehicledef_ROMMEL,0,3039-01-01T00:00:00Z,22,,25,,17,,10
vehicledef_MANTICORE_3055,0,,0,,0,3058-01-01T00:00:00Z,51,,126
vehicledef_PATTON,0,3039-01-01T00:00:00Z,52,,50,,51,,0
vehicledef_BRUTUS_PPCv2,0,,0,3049-01-01T00:00:00Z,8,,9,,10
vehicledef_MANTICORE,224,,200,,192,,145,,29
vehicledef_VONLUCKNER_VNL-K65N,10,,15,,8,,9,,19
vehicledef_TYPHOON,0,,0,,0,3058-01-01T00:00:00Z,17,,29
vehicledef_BRUTUS,0,,0,3049-01-01T00:00:00Z,17,,17,,19
vehicledef_PATTON_ULTRA,0,,0,,0,,0,3061-01-01T00:00:00Z,58
vehicledef_ROMMEL_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,9,,19
vehicledef_BRUTUS_PPC,0,,0,3049-01-01T00:00:00Z,8,,9,,10
vehicledef_BRUTUS_LRM,0,,0,3049-01-01T00:00:00Z,8,,9,,10
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,36,,30,,25,,20,,5
vehicledef_PARTISAN,186,,178,,161,,133,,15
vehicledef_LONGTOM-LT-MOB-25F,0,3039-01-01T00:00:00Z,7,,8,,9,,10
vehicledef_SCHREK_AC,43,,40,,42,,31,,30
vehicledef_LONGTOM-LT-MOB-25,20,,22,,25,,43,,39
vehicledef_PARTISAN_REFIT,0,,0,,0,3058-01-01T00:00:00Z,10,,5
vehicledef_SCHREK_MG,7,,10,,8,,10,,5
vehicledef_DEMOLISHER_MG,29,,30,,25,,20,,20
vehicledef_PARTISAN_AD,0,,0,,0,3058-01-01T00:00:00Z,20,,84
vehicledef_SCHREK,43,,59,,68,,92,,79
vehicledef_ONTOS,0,,0,3049-01-01T00:00:00Z,34,,20,,10
vehicledef_CARRIER_HEAVYLRM,0,,0,,0,3058-01-01T00:00:00Z,20,,59
vehicledef_DEMOLISHER,143,,149,,127,,82,,89
vehicledef_PARTISAN_LRM,36,,30,,25,,20,,5
vehicledef_DEVASTATOR,100,,119,,110,,71,,0
vehicledef_SCHILTRON-C,0,,0,,0,,0,3060-01-01T00:00:00Z,20
vehicledef_SCHILTRON-E,0,,0,,0,,0,3067-01-01T00:00:00Z,5
vehicledef_BEHEMOTH_FLAMER,14,,10,,8,,10,,5
vehicledef_ONTOS_LRM,0,,0,3049-01-01T00:00:00Z,8,,10,,5
vehicledef_BEHEMOTH,100,,99,,85,,82,,39
vehicledef_ONTOS_3053,0,,0,,0,3052-01-01T00:00:00Z,20,,30
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3064-01-01T00:00:00Z,10
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,20
vehicledef_MORRIGU_LASER,0,,0,,0,,0,3067-01-01T00:00:00Z,5
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3061-01-01T00:00:00Z,10
vehicledef_STURMFEUR_SRM,0,,0,3049-01-01T00:00:00Z,8,,10,,10
vehicledef_STURMFEUR,0,,0,3049-01-01T00:00:00Z,34,,31,,30
vehicledef_BEHEMOTH_ARMOR,14,,10,,8,,10,,5
vehicledef_SCHILTRON-PRIME,0,,0,,0,,0,3060-01-01T00:00:00Z,5
vehicledef_RHINO_FLAMER,57,,50,,51,,41,,39
vehicledef_SCHILTRON-B,0,,0,,0,,0,3060-01-01T00:00:00Z,15
vehicledef_RHINO_MG,57,,50,,51,,41,,39
vehicledef_SCHILTRON-A,0,,0,,0,,0,3060-01-01T00:00:00Z,5
vehicledef_RHINO,107,,109,,93,,92,,74
vehicledef_RHINO_SL,29,,30,,25,,20,,20
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,31,,49
vehicledef_SCHILTRON-D,0,,0,,0,,0,3062-01-01T00:00:00Z,10
vehicledef_BULWARK_ORIGINAL,0,,0,,0,,0,3067-01-01T00:00:00Z,20
vehicledef_MORRIGU,0,,0,,0,,0,3067-01-01T00:00:00Z,25
vehicledef_CHALLENGER_X,0,,0,,0,3058-01-01T00:00:00Z,31,,59
vehicledef_ALACORN_MK-VI,0,,0,,0,3055-01-01T00:00:00Z,20,,44
