DavionAVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_PACKRAT_ICE,1,,1,,3,,2,,0
vehicledef_WARRIOR_H-7,4,,4,,5,,4,,1
vehicledef_SCORPION,18,,13,,10,,7,,2
vehicledef_GALLEON_GAL-100,26,,18,,17,,18,,6
vehicledef_SKULKER,5,,4,,4,,5,,5
vehicledef_PEGASUS_UA,2,,1,,1,,1,,1
vehicledef_MOBILEHQ,1,,1,,2,,4,,8
vehicledef_SCORPION_ML,5,,3,,3,,2,,3
vehicledef_HARASSER_LASER,0,,0,3049-01-01T00:00:00Z,5,,6,,0
vehicledef_PACKRAT_PKR-T5,4,,6,,14,,17,,5
vehicledef_PEREGRINE,9,,0,,0,,0,,0
vehicledef_GALLEON_GAL-200,0,,0,3049-01-01T00:00:00Z,2,,4,,6
vehicledef_RIPPER,0,,0,,0,3055-01-01T00:00:00Z,10,,167
vehicledef_HARASSER_Mini-Peggy,0,,0,3049-01-01T00:00:00Z,1,,1,,0
vehicledef_HARASSER_FLAMER,0,,0,3049-01-01T00:00:00Z,1,,1,,1
vehicledef_SCORPION_SRM,9,,6,,5,,5,,6
vehicledef_SCORPION_MRM,0,,0,,0,3060-01-01T00:00:00Z,3,,147
vehicledef_HARASSER,0,,0,3049-01-01T00:00:00Z,6,,10,,1
vehicledef_WARRIOR_H-8,0,,0,,0,3055-01-01T00:00:00Z,25,,500
vehicledef_SCORPION_LRM,5,,3,,3,,2,,3
vehicledef_RIPPER_ERML,0,,0,,0,3058-01-01T00:00:00Z,5,,84
vehicledef_JEdgar_ICE,1,,1,,1,,1,,0
vehicledef_MANTIS,0,,0,,0,3061-01-01T00:00:00Z,8,,530
vehicledef_WARRIOR_H-7C,2,,2,,2,,2,,1
vehicledef_MINION,0,,0,,0,,0,3064-01-01T00:00:00Z,425
vehicledef_JEdgar_Flamer,1,,1,,1,,1,,0
vehicledef_JEdgar_MG,1,,1,,1,,1,,0
vehicledef_CAVALRY_LRM,0,,0,,0,3055-01-01T00:00:00Z,4,,6
vehicledef_HAWKMOTH,0,,0,,0,3061-01-01T00:00:00Z,2,,281
vehicledef_CAVALRY_TAG,0,,0,,0,3059-01-01T00:00:00Z,5,,94
vehicledef_KARNOV_BA,0,,0,,0,,0,3063-01-01T00:00:00Z,116
vehicledef_HAWKMOTH_ARMOR,0,,0,,0,3061-01-01T00:00:00Z,1,,141
vehicledef_CAVALRY,0,,0,,0,3054-01-01T00:00:00Z,8,,11
vehicledef_MINION_TAC,0,,0,,0,,0,3065-01-01T00:00:00Z,106
vehicledef_CAVALRY_SRM,0,,0,,0,3055-01-01T00:00:00Z,3,,3
vehicledef_SCIMITAR,16,,11,,13,,11,,0
vehicledef_JEdgar,3,,3,,3,,2,,0
vehicledef_JEdgar_TAG,0,,0,,0,3053-01-01T00:00:00Z,6,,0
vehicledef_STRIKER,12,,13,,14,,13,,3
vehicledef_PEGASUS_SENSORS,3,,1,,1,,1,,1
vehicledef_STRIKER_SRM,3,,6,,7,,7,,1
vehicledef_SALADIN_ARMOR,4,,2,,2,,2,,1
vehicledef_SALADIN,15,,11,,13,,13,,3
vehicledef_HUNTER_LRM15,1,,2,,2,,2,,1
vehicledef_STRIKER_LRM,3,,6,,7,,7,,1
vehicledef_HUNTER_LPL,0,,0,,0,3061-01-01T00:00:00Z,3,,68
vehicledef_YELLOWJACKET_ARROWIV,0,,0,,0,,0,3067-01-01T00:00:00Z,88
vehicledef_CAVALRY_INFANTRY,0,,0,,0,,0,3063-01-01T00:00:00Z,59
vehicledef_STRIKER_Narc,0,,0,,0,3055-01-01T00:00:00Z,6,,91
vehicledef_PEGASUS,23,,12,,9,,7,,5
vehicledef_HUNTER_3054,0,,0,,0,3054-01-01T00:00:00Z,14,,191
vehicledef_HUNTER_LRM10,1,,2,,2,,2,,1
vehicledef_HUNTER,7,,9,,10,,10,,2
vehicledef_GALLEON_GAL-102,0,,0,3049-01-01T00:00:00Z,92,,39,,689
vehicledef_HUNTER_ERLL,0,,0,,0,3059-01-01T00:00:00Z,7,,95
vehicledef_HUNTER_ASSAULT,0,,0,,0,,0,3064-01-01T00:00:00Z,68
vehicledef_SARACEN,5,,3,,4,,4,,1
vehicledef_HUNTER_AMMO,1,,1,,1,,2,,1
vehicledef_PEGASUS_MISSILE,2,,1,,1,,1,,1
vehicledef_STRIKER_3053,0,,0,,0,3055-01-01T00:00:00Z,36,,516
vehicledef_STRIKER_AMMO,0,,0,,0,3055-01-01T00:00:00Z,6,,91
vehicledef_SCIMITAR_MISSILE,2,,1,,2,,1,,0
vehicledef_PEGASUS_3058,0,,0,,0,3058-01-01T00:00:00Z,13,,369
vehicledef_SALADIN_LBX,0,,0,,0,3061-01-01T00:00:00Z,4,,218
vehicledef_STRIKER_3061,0,,0,,0,3061-01-01T00:00:00Z,9,,182
vehicledef_YELLOWJACKET,0,,0,,0,3058-01-01T00:00:00Z,61,,1000
vehicledef_YELLOWJACKET_RAC,0,,0,,0,,0,3066-01-01T00:00:00Z,354
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,3058-01-01T00:00:00Z,15,,250
vehicledef_SALADIN_ULTRA,0,,0,,0,,0,3064-01-01T00:00:00Z,154
vehicledef_STRIKER_LASER,0,,0,,0,,0,3062-01-01T00:00:00Z,129
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,25,,30,,25,,33,,19
vehicledef_VEDETTE,70,,84,,70,,67,,27
vehicledef_GOBLIN_MG,3,,4,,3,,2,,0
vehicledef_VEDETTE_NETC,0,,0,,0,3056-01-01T00:00:00Z,55,,849
vehicledef_GOBLIN,9,,11,,9,,6,,0
vehicledef_CONDOR_DAVION,5,,12,,10,,6,,2
vehicledef_CONDOR,3,,6,,5,,6,,3
vehicledef_GOBLIN_LRM,2,,3,,2,,1,,0
vehicledef_FALCON,5,,6,,5,,6,,14
vehicledef_APC_Maxim_SRM4,1,,1,,1,,1,,1
vehicledef_VEDETTE_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,600
vehicledef_APC_Maxim_3052AP,0,,0,,0,3055-01-01T00:00:00Z,1,,13
vehicledef_CONDOR_FLAMER,1,,2,,1,,1,,3
vehicledef_APC_Maxim_SRM2,1,,1,,1,,1,,0
vehicledef_APC_Maxim,8,,10,,4,,2,,1
vehicledef_APC_Maxim_I,0,,0,,0,3060-01-01T00:00:00Z,7,,500
vehicledef_GOBLIN_IS,0,,0,,0,3053-01-01T00:00:00Z,43,,501
vehicledef_APC_Maxim_3052U,0,,0,,0,3052-01-01T00:00:00Z,1,,9
vehicledef_APC_Maxim_BA,0,,0,,0,3055-01-01T00:00:00Z,2,,25
vehicledef_CHAPARRAL_MG,0,,0,,0,,0,3062-01-01T00:00:00Z,47
vehicledef_CHAPARRAL,0,,0,3049-01-01T00:00:00Z,52,,15,,188
vehicledef_MYRMIDON,0,,0,,0,3060-01-01T00:00:00Z,3,,36
vehicledef_APC_Maxim_BAv2,0,,0,,0,3058-01-01T00:00:00Z,1,,13
vehicledef_CHAPARRAL_SRM,0,,0,,0,3060-01-01T00:00:00Z,4,,47
vehicledef_APC_Maxim_3052FS,0,,0,,0,3053-01-01T00:00:00Z,2,,25
vehicledef_DRILLSON_STREAK,0,,0,,0,3055-01-01T00:00:00Z,24,,398
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,5,,4,,5,,9
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,21,,18,,15,,5
vehicledef_DRILLSON_ERLL,0,,0,3045-01-01T00:00:00Z,58,,6,,70
vehicledef_CONDOR_LASER,0,,0,,0,3061-01-01T00:00:00Z,3,,133
vehicledef_MUSKETEER,0,,0,,0,,0,3065-01-01T00:00:00Z,900
vehicledef_FULCRUM,0,,0,,0,3057-01-01T00:00:00Z,69,,1000
vehicledef_FULCRUM_II,0,,0,,0,,0,3067-01-01T00:00:00Z,88
Heavies,,,,,,,,,
vehicledef_CORMORANT,3,,3,,3,,4,,4
vehicledef_RECOVERY_HeavyMech,6,,6,,7,,8,,8
vehicledef_FULMAR_3065,0,,0,,0,,0,3065-01-01T00:00:00Z,27
vehicledef_FULMAR_ORIGINAL,0,,0,,0,3056-01-01T00:00:00Z,1,,1
vehicledef_DRONECARRIER,0,3028-01-01T00:00:00Z,3,,4,,4,,4
vehicledef_CARRIER_AC2,8,,9,,7,,4,,4
vehicledef_CARRIER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,174
vehicledef_BULLDOG_AC2,3,,3,,4,,3,,0
vehicledef_CARRIER_LASER,8,,9,,10,,8,,8
vehicledef_THUMPER,23,,16,,13,,7,,8
vehicledef_BULLDOG,6,,6,,7,,3,,0
vehicledef_PIKE,8,,9,,10,,6,,0
vehicledef_MARKSMAN,2,,0,,0,,0,,0
vehicledef_MORNINGSTAR,0,,0,,0,,0,3065-01-01T00:00:00Z,120
vehicledef_PROMETHEUS,4,,4,,5,,8,,8
vehicledef_BULLDOG_LRM,3,,3,,4,,3,,0
vehicledef_CARRIER_MRM,0,,0,,0,,0,3063-01-01T00:00:00Z,261
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3054-01-01T00:00:00Z,11,,184
vehicledef_CARRIER_LRM_3055,0,,0,,0,3055-01-01T00:00:00Z,45,,562
vehicledef_CARRIER_SRM,23,,24,,22,,12,,11
vehicledef_CARRIER_LRM,23,,24,,28,,8,,8
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,92
vehicledef_ROMMEL,0,3039-01-01T00:00:00Z,17,,16,,5,,3
vehicledef_MORNINGSTAR_LASER,0,,0,,0,,0,3065-01-01T00:00:00Z,15
vehicledef_MANTICORE_3055,0,,0,,0,3055-01-01T00:00:00Z,29,,337
vehicledef_MANTICORE_C3M,0,,0,,0,,0,3063-01-01T00:00:00Z,60
vehicledef_MANTICORE_LBX,0,,0,,0,3060-01-01T00:00:00Z,8,,119
vehicledef_PATTON,0,3039-01-01T00:00:00Z,17,,20,,13,,1
vehicledef_BRUTUS_PPCv2,1,,2,,3,,3,,3
vehicledef_MANTICORE,32,,35,,40,,7,,1
vehicledef_VONLUCKNER_VNL-K100,1,,1,,1,,1,,1
vehicledef_MANTICORE_C3S,0,,0,,0,,0,3063-01-01T00:00:00Z,169
vehicledef_TYPHOON_LBX,0,,0,,0,,0,3065-01-01T00:00:00Z,33
vehicledef_VONLUCKNER_VNL-K65N,5,,5,,6,,2,,1
vehicledef_PILUM_ARROWIV,0,,0,,0,3059-01-01T00:00:00Z,8,,111
vehicledef_TYPHOON,0,,0,,0,3057-01-01T00:00:00Z,19,,211
vehicledef_BRUTUS,2,,9,,10,,11,,11
vehicledef_PILUM,0,,0,,0,3057-01-01T00:00:00Z,33,,417
vehicledef_PATTON_ULTRA,0,,0,,0,,0,3062-01-01T00:00:00Z,246
vehicledef_ROMMEL_GAUSS,0,,0,,0,3054-01-01T00:00:00Z,20,,199
vehicledef_BRUTUS_PPC,1,,2,,3,,3,,3
vehicledef_BRUTUS_LRM,1,,4,,5,,5,,6
vehicledef_VONLUCKNER_VNL-K75N,0,,0,,0,,0,3062-01-01T00:00:00Z,95
vehicledef_TYPHOON_RAC,0,,0,,0,,0,3064-01-01T00:00:00Z,66
vehicledef_MANTEUFFEL-A,0,,0,,0,,0,3062-01-01T00:00:00Z,45
vehicledef_MANTEUFFEL-B,0,,0,,0,,0,3062-01-01T00:00:00Z,22
vehicledef_MANTEUFFEL-PRIME,0,,0,,0,,0,3062-01-01T00:00:00Z,89
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,3,,5,,5,,2,,1
vehicledef_PARTISAN_C3,0,,0,,0,,0,3062-01-01T00:00:00Z,18
vehicledef_PARTISAN,19,,28,,30,,14,,3
vehicledef_SCHREK_AC,3,,2,,2,,2,,3
vehicledef_PARTISAN_LCOM,0,,0,,0,3058-01-01T00:00:00Z,9,,129
vehicledef_SCHREK_MG,1,,1,,1,,1,,1
vehicledef_DEMOLISHER_MG,4,,6,,5,,2,,3
vehicledef_PARTISAN_CCOM,0,,0,,0,3058-01-01T00:00:00Z,3,,46
vehicledef_PARTISAN_AD,0,,0,,0,3058-01-01T00:00:00Z,24,,365
vehicledef_SCHREK,6,,8,,13,,13,,10
vehicledef_ONTOS,9,,17,,13,,5,,5
vehicledef_DEMOLISHER,22,,31,,30,,11,,14
vehicledef_PARTISAN_LRM,3,,5,,5,,2,,1
vehicledef_DEVASTATOR,9,,12,,13,,9,,0
vehicledef_SCHILTRON-C,0,,0,,0,3060-01-01T00:00:00Z,2,,33
vehicledef_PARTISAN_XL,0,,0,,0,3059-01-01T00:00:00Z,12,,183
vehicledef_BEHEMOTH_FLAMER,3,,3,,3,,2,,1
vehicledef_ONTOS_LRM,0,,0,3049-01-01T00:00:00Z,2,,2,,2
vehicledef_BEHEMOTH,38,,39,,43,,19,,16
vehicledef_FURY,0,,0,,0,,0,3064-01-01T00:00:00Z,213
vehicledef_ONTOS_3053,0,,0,,0,3053-01-01T00:00:00Z,24,,327
vehicledef_PARTISAN_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,65
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,116
vehicledef_ONTOS_FUSION,0,,0,3049-01-01T00:00:00Z,2,,1,,2
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,152
vehicledef_MORRIGU_LASER,0,,0,,0,,0,3067-01-01T00:00:00Z,43
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3062-01-01T00:00:00Z,102
vehicledef_STURMFEUR_SRM,0,3028-01-01T00:00:00Z,1,,2,,1,,3
vehicledef_STURMFEUR,6,,8,,12,,8,,10
vehicledef_BEHEMOTH_ARMOR,5,,5,,5,,2,,2
vehicledef_RHINO_FLAMER,5,,5,,6,,4,,4
vehicledef_SCHILTRON-B,0,,0,,0,3060-01-01T00:00:00Z,2,,47
vehicledef_RHINO_MG,5,,5,,6,,4,,4
vehicledef_GLORY_LGAUSS,0,,0,,0,,0,3067-01-01T00:00:00Z,4
vehicledef_SCHILTRON-A,0,,0,,0,3060-01-01T00:00:00Z,2,,47
vehicledef_RHINO,11,,11,,12,,8,,8
vehicledef_RHINO_SL,3,,3,,3,,2,,2
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,47,,633
vehicledef_SCHILTRON-D,0,,0,,0,,0,3063-01-01T00:00:00Z,24
vehicledef_GLORY,0,,0,,0,,0,3067-01-01T00:00:00Z,34
vehicledef_MORRIGU,0,,0,,0,,0,3067-01-01T00:00:00Z,246
vehicledef_AJAX-B,0,,0,,0,,0,3065-01-01T00:00:00Z,54
vehicledef_CHALLENGER_MBT-X,0,,0,,0,3057-01-01T00:00:00Z,26,,478
vehicledef_AJAX-PRIME,0,,0,,0,,0,3065-01-01T00:00:00Z,217
vehicledef_CHALLENGER_MBT-XI,0,,0,,0,,0,3062-01-01T00:00:00Z,239
vehicledef_ALACORN_MK-VI,0,,0,,0,3060-01-01T00:00:00Z,13,,245
vehicledef_CHALLENGER_MBT-XII,0,,0,,0,,0,3065-01-01T00:00:00Z,169
vehicledef_AJAX-A,0,,0,,0,,0,3065-01-01T00:00:00Z,108
vehicledef_ALACORN_MK-VII,0,,0,,0,,0,3063-01-01T00:00:00Z,61
