JadeFalcon,,,,,,,
mechdef_fenris_ice_ferret-B,37,,37,,37,,37
mechdef_grendel_mongrel-C,0,,0,3053-01-01T00:00:00Z,2,,2
mechdef_battle_cobra-A,10,,10,,5,,6
mechdef_griffin_IIC-4,0,,0,,0,3060-01-01T00:00:00Z,1
mechdef_fenris_ice_ferret-E,0,,0,3056-01-01T00:00:00Z,3,,5
mechdef_battle_cobra-PRIME,21,,20,,12,,13
mechdef_battle_cobra-F,0,,0,3057-01-01T00:00:00Z,4,,5
mechdef_black_hawk_nova-C,12,,12,,12,,12
mechdef_griffin_IIC-2,0,3050-01-01T00:00:00Z,7,,7,,2
mechdef_griffin_IIC-3,0,,0,,0,3060-01-01T00:00:00Z,1
mechdef_black_hawk_nova-B,24,,24,,24,,24
mechdef_dragonfly_viper-E,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_phantom-D,0,,0,3055-01-01T00:00:00Z,19,,11
mechdef_phantom-C,0,,0,3055-01-01T00:00:00Z,19,,11
mechdef_battle_cobra-H,0,,0,,0,3061-01-01T00:00:00Z,3
mechdef_night_chanter-A,0,,0,,0,Jump:3059-07-01T00:00:00Z,2
mechdef_griffin_IIC,12,,12,,12,Jump:3058-01-01T00:00:00Z,24
mechdef_fenris_ice_ferret-H,0,,0,,0,3061-01-01T00:00:00Z,2
mechdef_wyvern_IIC,12,,12,,12,Jump:3058-01-01T00:00:00Z,24
mechdef_night_chanter-PRIME,0,,0,,0,Jump:3059-07-01T00:00:00Z,2
mechdef_fenris_ice_ferret-D,24,,24,,24,,24
mechdef_fenris_ice_ferret-PRIME,73,,73,,73,,73
mechdef_hunchback_IIC,73,,95,,73,Jump:3058-01-01T00:00:00Z,104
mechdef_shadow_hawk_IIC,0,3050-01-01T00:00:00Z,10,,12,,8
mechdef_dragonfly_viper-D,37,,37,,37,,37
mechdef_grendel_mongrel-E,0,,0,,0,3061-01-01T00:00:00Z,4
mechdef_black_lanner-D,0,3052-01-01T00:00:00Z,2,,6,,9
mechdef_hellhound_conjurer-1,12,,12,,12,Jump:3058-01-01T00:00:00Z,24
mechdef_dragonfly_viper-B,24,,24,,24,,24
mechdef_black_hawk_nova-H,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_hellhound_conjurer-7,0,3050-01-01T00:00:00Z,1,,2,,1
mechdef_ryoken_stormcrow-D,37,,37,,37,,37
mechdef_ryoken_stormcrow-C,63,,60,,36,,24
mechdef_battle_cobra-B,10,,10,,5,,6
mechdef_grendel_mongrel-B,0,,0,3053-01-01T00:00:00Z,2,,2
mechdef_black_lanner-H,0,,0,,0,3061-01-01T00:00:00Z,5
mechdef_goshawk_vapor_eagle-6,0,3052-01-01T00:00:00Z,1,,1,,1
mechdef_black_lanner-B,0,3052-01-01T00:00:00Z,1,,3,,6
mechdef_dragonfly_viper-A,37,,37,,37,,37
mechdef_goshawk_vapor_eagle-2,12,,12,,12,Jump:3058-01-01T00:00:00Z,24
mechdef_grendel_mongrel-A,0,,0,3053-01-01T00:00:00Z,2,,2
mechdef_black_hawk_nova-S,0,3050-01-01T00:00:00Z,3,,3,,3
mechdef_ryoken_stormcrow-H,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_ryoken_stormcrow-PRIME,229,,229,,229,,229
mechdef_black_hawk_nova-E,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_ryoken_stormcrow-E,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_shadow_cat-PRIME,14,,14,,13,,8
mechdef_shadow_cat-C,0,,0,,0,3061-01-01T00:00:00Z,2
mechdef_grendel_mongrel-D,0,,0,3053-01-01T00:00:00Z,2,,2
mechdef_shadow_cat-A,7,,7,,6,,4
mechdef_black_lanner-PRIME,0,3052-01-01T00:00:00Z,2,,6,,9
mechdef_ryoken_stormcrow-B,37,,37,,37,,37
mechdef_grendel_mongrel-PRIME,0,3052-01-01T00:00:00Z,1,,3,,3
mechdef_black_lanner-A,0,3052-01-01T00:00:00Z,1,,3,,6
mechdef_ryoken_stormcrow-A,61,,61,,61,,61
mechdef_ryoken_stormcrow-I,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_goshawk_vapor_eagle-1,12,,12,,12,Jump:3058-01-01T00:00:00Z,24
mechdef_ryoken_stormcrow-TC,0,3052-01-01T00:00:00Z,21,,13,,9
mechdef_shadow_cat-B,7,,7,,6,,4
mechdef_black_hawk_nova-A,37,,37,,37,,37
mechdef_shadow_cat-M,0,,0,3054-01-01T00:00:00Z,5,,5
mechdef_black_lanner-C,0,3052-01-01T00:00:00Z,2,,6,,9
mechdef_goshawk_vapor_eagle-5,6,,9,,6,Jump:3058-01-01T00:00:00Z,12
mechdef_black_hawk_nova-PRIME,37,,37,,37,,37
Heavies,,,,,,,
mechdef_rifleman_IIC-2,0,3050-01-01T00:00:00Z,1,,4,,2
mechdef_loki_hellbringer-B,72,,72,,72,,72
mechdef_crossbow-B,6,,6,,6,Jump:3058-01-01T00:00:00Z,18
mechdef_crossbow-H,0,,0,,0,3061-01-01T00:00:00Z,2
mechdef_marauder_C,0,,0,,0,3058-01-01T00:00:00Z,4
mechdef_crossbow-A,6,,6,,6,Jump:3058-01-01T00:00:00Z,18
mechdef_galahad_glass_spider-1,12,,18,,12,Jump:3058-01-01T00:00:00Z,30
mechdef_crossbow-PRIME,12,,18,,12,Jump:3058-01-01T00:00:00Z,30
mechdef_cauldron_born_ebon_jaguar-C,0,,0,3055-01-01T00:00:00Z,7,,4
mechdef_loki_hellbringer-F,0,,0,3054-01-01T00:00:00Z,3,,6
mechdef_linebacker-E,0,,0,,0,3061-01-01T00:00:00Z,2
mechdef_vulture_mad_dog-C,42,,42,,42,,42
mechdef_vulture_mad_dog-A,42,,42,,42,,42
mechdef_novacat-C,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_loki_hellbringer-A,72,,72,,72,,72
mechdef_cauldron_born_ebon_jaguar-PRIME,0,,0,3055-01-01T00:00:00Z,14,,8
mechdef_loki_hellbringer-H,0,,0,,0,3059-01-01T00:00:00Z,5
mechdef_vulture_mad_dog-DD,0,3050-01-01T00:00:00Z,15,,14,,12
mechdef_spirit_walker-A,0,,0,,0,Jump:3059-07-01T00:00:00Z,1
mechdef_matador-1,0,3050-01-01T00:00:00Z,1,,4,,4
mechdef_linebacker-D,0,3052-01-01T00:00:00Z,1,,3,,6
mechdef_linebacker-B,0,3052-01-01T00:00:00Z,1,,3,,6
mechdef_linebacker-C,0,3052-01-01T00:00:00Z,1,,3,,6
mechdef_loki_hellbringer-C,0,,0,3054-01-01T00:00:00Z,3,,6
mechdef_novacat-D,0,,0,,0,3059-01-01T00:00:00Z,4
mechdef_vulture_mad_dog-H,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_spirit_walker-PRIME,0,,0,,0,Jump:3059-07-01T00:00:00Z,1
mechdef_night_gyr-B,0,3052-01-01T00:00:00Z,1,,3,,12
mechdef_thor_summoner-A,96,,96,,96,,96
mechdef_warhammer_C-2,0,3052-01-01T00:00:00Z,2,,3,,2
mechdef_thor_summoner-B,66,,66,,66,,66
mechdef_thor_summoner-F,0,,0,3054-01-01T00:00:00Z,18,,15
mechdef_champion_C,0,3050-01-01T00:00:00Z,1,,4,,4
mechdef_loki_hellbringer-M,0,,0,3055-01-01T00:00:00Z,4,,3
mechdef_grizzly-1,0,3050-01-01T00:00:00Z,3,,4,,4
mechdef_mad_cat_timber_wolf-B,24,,24,,24,,24
mechdef_cauldron_born_ebon_jaguar-D,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_thor_summoner-M,0,3051-01-01T00:00:00Z,19,,12,,10
mechdef_linebacker-A,0,3052-01-01T00:00:00Z,1,,3,,6
mechdef_vulture_mad_dog-B,24,,24,,24,,24
mechdef_thor_summoner-PRIME,132,,132,,132,,132
mechdef_rifleman_IIC,12,,18,,12,Jump:3058-01-01T00:00:00Z,30
mechdef_thresher-1,6,,6,,6,Jump:3058-01-01T00:00:00Z,18
mechdef_vulture_mad_dog-PRIME,72,,72,,72,,72
mechdef_guillotine_IIC,12,,18,,12,Jump:3058-01-01T00:00:00Z,30
mechdef_thor_summoner-C,42,,42,,42,,42
mechdef_linebacker-PRIME,0,3052-01-01T00:00:00Z,2,,6,,9
mechdef_loki_hellbringer-J,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_cauldron_born_ebon_jaguar-A,0,,0,3055-01-01T00:00:00Z,21,,12
mechdef_mad_cat_timber_wolf-E,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_vulture_mad_dog-D,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_mad_cat_timber_wolf-S,0,3050-01-01T00:00:00Z,3,,3,,3
mechdef_night_gyr-C,0,3052-01-01T00:00:00Z,1,,3,,12
mechdef_novacat-B,0,,0,,0,3059-01-01T00:00:00Z,8
mechdef_mad_cat_timber_wolf-C,18,,18,,18,,18
mechdef_viper_black_python-2,0,,0,,0,3058-01-01T00:00:00Z,1
mechdef_novacat-PRIME,0,,0,,0,3059-01-01T00:00:00Z,11
mechdef_cauldron_born_ebon_jaguar-B,0,,0,3055-01-01T00:00:00Z,7,,4
mechdef_thor_summoner-H,0,,0,,0,3059-01-01T00:00:00Z,6
mechdef_thor_summoner-E,0,,0,3055-01-01T00:00:00Z,18,,15
mechdef_mad_cat_timber_wolf-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_novacat-A,0,,0,,0,3059-01-01T00:00:00Z,6
mechdef_thor_summoner-D,24,,24,,24,,24
mechdef_loki_hellbringer-PRIME,121,,121,,121,,121
mechdef_vulture_mad_dog-S,0,3052-01-01T00:00:00Z,16,,14,,12
mechdef_night_gyr-A,0,3052-01-01T00:00:00Z,2,,6,,18
mechdef_mad_cat_timber_wolf-D,6,,6,,6,,6
mechdef_night_gyr-E,0,,0,,0,3061-01-01T00:00:00Z,4
mechdef_mad_cat_timber_wolf-PRIME,42,,42,,42,,42
mechdef_sidewinder-PRIME,6,,6,,6,,6
mechdef_viper_black_python-1,0,,0,3055-01-01T00:00:00Z,4,,4
mechdef_night_gyr-PRIME,0,3052-01-01T00:00:00Z,3,,12,,24
mechdef_mad_cat_timber_wolf-A,30,,30,,30,,30
mechdef_mad_cat_timber_wolf-N,0,3050-01-01T00:00:00Z,6,,5,,5
mechdef_night_gyr-D,0,3052-01-01T00:00:00Z,1,,3,,12
mechdef_mad_cat_timber_wolf-TC,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_viper_black_python-5,0,,0,,0,3058-01-01T00:00:00Z,1
Assaults,,,,,,,
mechdef_manowar_gargoyle-PRIME,208,,208,,208,,208
mechdef_manowar_gargoyle-B,15,,15,,15,,15
mechdef_kraken_bane-1,15,,30,,15,Jump:3058-01-01T00:00:00Z,45
mechdef_phoenix_hawk_IIC,9,,9,,9,Jump:3058-01-01T00:00:00Z,12
mechdef_behemoth_stone_rhino-5,1,,1,,1,,1
mechdef_manowar_gargoyle-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_manowar_gargoyle-E,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_kingfisher-A,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_masakari_warhawk-B,12,,12,,12,,12
mechdef_atlas_C,0,3052-01-01T00:00:00Z,1,,1,,1
mechdef_kingfisher-D,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_warhammer_IIC-3,0,,0,,0,3060-01-01T00:00:00Z,1
mechdef_masakari_warhawk-A,12,,12,,12,,12
mechdef_kingfisher-PRIME,0,,0,,0,3058-01-01T00:00:00Z,12
mechdef_manowar_gargoyle-C,45,,45,,45,,45
mechdef_phoenix_hawk_IIC-3,0,,0,,0,3062-01-01T00:00:00Z,3
mechdef_phoenix_hawk_IIC-9,0,3051-01-01T00:00:00Z,4,,4,,4
mechdef_kingfisher-B,0,,0,,0,3058-01-01T00:00:00Z,8
mechdef_masakari_warhawk-D,0,,0,3054-01-01T00:00:00Z,3,,3
mechdef_warhammer_IIC-2,0,3050-01-01T00:00:00Z,1,,2,,2
mechdef_turkina-M,0,,0,,0,3058-01-01T00:00:00Z,28
mechdef_manowar_gargoyle-D,3,,3,,3,,3
mechdef_kraken_bane-2,0,3053-01-01T00:00:00Z,6,,6,,12
mechdef_annihilator_C,4,,5,,3,,4
mechdef_kingfisher-H,0,,0,,0,3061-01-01T00:00:00Z,3
mechdef_warthog-PRIME,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_marauder_IIC-8,3,,3,,3,Jump:3058-01-01T00:00:00Z,6
mechdef_warhammer_IIC,6,,6,,6,Jump:3058-01-01T00:00:00Z,12
mechdef_marauder_IIC-9,6,,6,,6,Jump:3058-01-01T00:00:00Z,12
mechdef_behemoth_stone_rhino-4,0,3052-01-01T00:00:00Z,1,,1,,1
mechdef_masakari_warhawk-H,0,,0,,0,3059-01-01T00:00:00Z,5
mechdef_daishi_dire_wolf-B,15,,15,,15,,15
mechdef_kingfisher-C,0,,0,,0,3058-01-01T00:00:00Z,4
mechdef_daishi_dire_wolf-X,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_marauder_IIC,12,,15,,12,Jump:3058-01-01T00:00:00Z,20
mechdef_manowar_gargoyle-A,208,,208,,208,,208
mechdef_gladiator_executioner-D,30,,30,,30,,30
mechdef_daishi_dire_wolf-PRIME,45,,45,,45,,45
mechdef_annihilator_C-2,2,,2,,1,,2
mechdef_atlas_C-2,0,,0,3055-01-01T00:00:00Z,1,,1
mechdef_gladiator_executioner-C,59,,59,,59,,59
mechdef_gladiator_executioner-PRIME,121,,121,,121,,121
mechdef_masakari_warhawk-F,0,,0,3054-01-01T00:00:00Z,4,,4
mechdef_turkina-C,0,,1,,2,Jump:3058-01-01T00:00:00Z,12
mechdef_supernova-1,0,3050-01-01T00:00:00Z,1,,2,,2
mechdef_daishi_dire_wolf-A,30,,30,,30,,30
mechdef_scylla-1,0,,0,,0,3062-01-01T00:00:00Z,7
mechdef_turkina-A,0,,1,,2,Jump:3058-01-01T00:00:00Z,12
mechdef_behemoth_stone_rhino-7,2,,2,,2,,2
mechdef_kodiak-1,0,3050-01-01T00:00:00Z,2,,2,,3
mechdef_gladiator_executioner-B,59,,59,,59,,59
mechdef_kraken_bane-3,0,,0,3054-01-01T00:00:00Z,3,,6
mechdef_turkina-PRIME,0,,2,,3,Jump:3058-01-01T00:00:00Z,15
mechdef_daishi_dire_wolf-W,0,,0,3055-01-01T00:00:00Z,2,,2
mechdef_highlander_IIC,15,,30,,15,Jump:3058-01-01T00:00:00Z,45
mechdef_behemoth_stone_rhino-6,1,,1,,1,,1
mechdef_daishi_dire_wolf-S,0,3050-01-01T00:00:00Z,3,,3,,3
mechdef_gladiator_executioner-E,0,,0,,0,3060-01-01T00:00:00Z,2
mechdef_daishi_dire_wolf-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_masakari_warhawk-C,6,,6,,6,,6
mechdef_behemoth_stone_rhino-1,3,,3,,3,,3
mechdef_masakari_warhawk-I,19,,16,,11,,10
mechdef_shogun_SHG_C,0,3050-01-01T00:00:00Z,1,,1,,1
mechdef_gladiator_executioner-H,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_imp_C,0,3050-01-01T00:00:00Z,1,,1,,1
mechdef_gladiator_executioner-A,30,,30,,30,,30
mechdef_turkina-D,0,,0,,0,3061-01-01T00:00:00Z,10
mechdef_masakari_warhawk-PRIME,30,,30,,30,,30
mechdef_gladiator_executioner-TC,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_turkina-B,0,,1,,2,Jump:3058-01-01T00:00:00Z,12
mechdef_daishi_dire_wolf-C,0,,0,3054-01-01T00:00:00Z,3,,3
