ComStar,,,,,,,
,,,,,,,
mechdef_phoenixhawk_PXH-1bC,0,,0,3052-01-01T00:00:00Z,32,,19
mechdef_blackjack_BJ2-OC,0,,0,3057-01-01T00:00:00Z,6,,10
mechdef_firestarter_FS9-OX,0,,0,,0,3059-01-01T00:00:00Z,1
mechdef_trebuchet_TBT-5N,0,,0,3052-06-01T00:00:00Z,13,,20
mechdef_crab_CRB-27_actual,6,,6,Jump:3052-05-20T00:00:00Z,4,,4
mechdef_blackjack_BJ2-O,0,,0,3057-01-01T00:00:00Z,10,,17
mechdef_wyvern_WVE-5Nsl,43,,43,Jump:3052-05-20T00:00:00Z,30,,26
mechdef_lineholder_KW1-LH3,0,,0,,0,3059-01-01T00:00:00Z,6
mechdef_stealth_STH-1D,0,,0,3055-01-01T00:00:00Z,36,,69
mechdef_centurion_CN10-B,0,,0,3057-01-01T00:00:00Z,7,,30
mechdef_chameleon_CLN-7W,0,,0,,0,3058-01-01T00:00:00Z,8
mechdef_enfield_END-6Q,0,,0,3055-01-01T00:00:00Z,5,,12
mechdef_blackjack_BJ2-OE,0,,0,,0,3059-01-01T00:00:00Z,4
mechdef_griffin_GRF-1N,23,,23,Jump:3052-05-20T00:00:00Z,16,,14
mechdef_lineholder_KW1-LH2,0,,0,,0,3058-01-01T00:00:00Z,17
mechdef_kyudo_KY2-D-02,40,,40,Jump:3052-05-20T00:00:00Z,28,,24
mechdef_kintaro_KTO-21,0,,0,,0,3059-01-01T00:00:00Z,100
mechdef_raijin_RJN-101-X,0,,0,3052-01-01T00:00:00Z,25,,16
mechdef_galahad_GLH-1D,39,,39,Jump:3052-05-20T00:00:00Z,27,,24
mechdef_phoenixhawk_PXH-3M,0,,0,3052-06-01T00:00:00Z,13,,20
mechdef_blackjack_BJ2-OA,0,,0,3057-01-01T00:00:00Z,6,,10
mechdef_beowulf_BEO-12,0,,0,,0,3059-01-01T00:00:00Z,12
mechdef_firestarter_FS9-OD,0,,0,3057-01-01T00:00:00Z,6,,10
mechdef_blackjack_BJ2-OB,0,,0,3057-01-01T00:00:00Z,6,,10
mechdef_cicada_CDA-3F,0,,0,3052-01-01T00:00:00Z,21,,35
mechdef_trebuchet_TBT-3C,3,,3,,2,,2
mechdef_raijin_RJN-101-A,0,,0,3053-01-01T00:00:00Z,67,,49
mechdef_kintaro_KTO-20,57,,57,Jump:3052-05-20T00:00:00Z,40,,35
mechdef_blackjack_BJ2-OD,0,,0,3057-01-01T00:00:00Z,6,,10
mechdef_raijin_RJN-101-B,0,,0,,0,3058-01-01T00:00:00Z,16
mechdef_blackjack_BJ2-OF,0,,0,,0,3061-01-01T00:00:00Z,1
mechdef_shadowhawk_SHD-5M,0,,0,3052-06-01T00:00:00Z,13,,20
mechdef_firestarter_FS9-OF,0,,0,,0,3060-01-01T00:00:00Z,4
mechdef_shadowhawk_SHD-2Ht,0,,0,3052-01-01T00:00:00Z,36,,23
mechdef_phoenixhawk_PXH-HK2M,2,,3,Jump:3052-05-20T00:00:00Z,0,,0
mechdef_grimreaper_GRM-R-PR29,0,,0,3052-06-01T00:00:00Z,30,,37
mechdef_crab_CRB-30,0,,0,,0,3061-01-01T00:00:00Z,54
mechdef_griffin_GRF-3M,0,,0,3052-06-01T00:00:00Z,13,,20
mechdef_chameleon_CLN-7Z,0,,0,,0,3058-01-01T00:00:00Z,8
mechdef_phoenixhawk_PXH-HK2,5,,5,Jump:3052-05-20T00:00:00Z,0,,0
mechdef_griffin_GRF-2N,114,,114,Jump:3052-05-20T00:00:00Z,79,,70
mechdef_firestarter_FS9-OR,0,,0,,0,3059-01-01T00:00:00Z,1
mechdef_blackjack_BJ2-OR,0,,0,,0,3060-01-01T00:00:00Z,1
Heavies,,,,,,,
mechdef_jagermech_JM6-S,0,3049-01-01T00:00:00Z,16,,13,,13
mechdef_rifleman_RFL-3N,29,,29,,19,,16
mechdef_champion_CHP-2N,14,,13,,6,,5
mechdef_quickdraw_QKD-4G,7,,6,,6,,5
mechdef_quickdraw_QKD-5A,4,,3,,3,,3
mechdef_rifleman_RFL-5M,0,,0,3052-06-01T00:00:00Z,13,,24
mechdef_ostroc_OSR-2C,21,,21,Jump:3052-05-20T00:00:00Z,15,,8
mechdef_champion_CHP-1N,36,,36,Jump:3052-05-20T00:00:00Z,25,,22
mechdef_champion_CHP-1N2,16,,16,Jump:3052-05-20T00:00:00Z,11,,10
mechdef_ostroc_OSR-2L,4,,3,,3,,3
mechdef_quickdraw_QKD-5M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_quickdraw_QKD-4H,4,,3,,3,,3
mechdef_ostsol_OTL-5M,0,3050-01-01T00:00:00Z,10,,16,,25
mechdef_warhammer_WHM-6R-DC,0,,34,Jump:3052-05-20T00:00:00Z,24,,21
mechdef_ostsol_OTL-4D,21,,21,Jump:3052-05-20T00:00:00Z,15,,4
mechdef_catapult_CPLT-A1,16,,16,Jump:3052-05-20T00:00:00Z,11,,10
mechdef_ostroc_OSR-3C,4,,3,,3,,3
mechdef_orion_ON1-V,4,,3,,3,,3
mechdef_warhammer_WHM-6R,52,,52,Jump:3052-05-20T00:00:00Z,36,,32
mechdef_rifleman_RFL-5CS,0,,0,3052-01-01T00:00:00Z,13,,11
mechdef_crusader_CRD-3R,29,,32,,25,,21
mechdef_orion_ON1-VA,4,,3,,3,,3
mechdef_thunderbolt_TDR-5S,52,,52,Jump:3052-05-20T00:00:00Z,36,,32
mechdef_bombardier_BMB-10D,14,,16,,22,,5
mechdef_grasshopper_GHR-5J,0,3049-01-01T00:00:00Z,3,,6,,8
mechdef_catapult_CPLT-C4,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_marauder_MAD-3R,11,,13,,9,,3
mechdef_lancelot_LNC25-05,21,,21,Jump:3052-05-20T00:00:00Z,15,,13
mechdef_grasshopper_GHR-C,0,,0,3052-01-01T00:00:00Z,11,,22
mechdef_catapult_CPLT-C3,0,,0,3052-06-01T00:00:00Z,7,,13
mechdef_helepolis_HEP-3H,21,,21,Jump:3052-05-20T00:00:00Z,15,,13
mechdef_exterminator_EXT-4D,16,,16,Jump:3052-05-20T00:00:00Z,11,,10
mechdef_avatar_AV1-O,0,,0,3052-06-01T00:00:00Z,18,,29
mechdef_ostroc_OSR-2D,0,3050-01-01T00:00:00Z,3,,6,,7
mechdef_catapult_CPLT-C1,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_champion_CHP-3N,0,,0,3052-01-01T00:00:00Z,34,,34
mechdef_guillotine_GLT-4L,29,,26,,22,,19
mechdef_avatar_AV1-OC,0,,0,3052-06-01T00:00:00Z,14,,22
mechdef_crusader_CRD-5M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_orion_ON1-M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_guillotine_GLT-3N,103,,103,Jump:3052-05-20T00:00:00Z,72,,63
mechdef_marauder_MAD-1R,66,,66,Jump:3052-05-20T00:00:00Z,46,,41
mechdef_lancelot_LNC25-01,78,,78,Jump:3052-05-20T00:00:00Z,54,,48
mechdef_grasshopper_GHR-5H,14,,13,,9,,8
mechdef_orion_ON1-K,52,,52,Jump:3052-05-20T00:00:00Z,36,,32
mechdef_orion_ON1-M-DC,0,,0,3053-01-01T00:00:00Z,7,,12
mechdef_stalker_STK-4P,4,,3,,3,,5
mechdef_marauder_MAD-5M,0,,0,3051-01-01T00:00:00Z,22,,31
mechdef_avatar_AV1-OD,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_archer_ARC-2R,26,,26,Jump:3052-05-20T00:00:00Z,21,,19
mechdef_bombardier_BMB-12D,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_avatar_AV1-OA,0,,0,3052-06-01T00:00:00Z,14,,22
mechdef_warhammer_WHM-7M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_thunderbolt_TDR-7M,0,,0,3052-06-01T00:00:00Z,11,,19
mechdef_avatar_AV1-OB,0,,0,3052-06-01T00:00:00Z,14,,22
mechdef_orion_ON1-MA,0,,0,3052-01-01T00:00:00Z,14,,22
mechdef_champion_CHP-3P,0,,0,,0,3061-01-01T00:00:00Z,19
mechdef_koschei_KSC-4L,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_shootist_ST-8A,50,,50,Jump:3052-05-20T00:00:00Z,35,,31
mechdef_crusader_CRD-1R,52,,52,Jump:3052-05-20T00:00:00Z,36,,32
mechdef_grasshopper_GHR-5N,0,3040-01-01T00:00:00Z,3,,3,,3
mechdef_koschei_KSC-4I,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_exterminator_EXT-5E,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_crusader_CRD-2R,103,,103,Jump:3052-05-20T00:00:00Z,72,,63
mechdef_excalibur_EXC-B2,36,,36,Jump:3052-05-20T00:00:00Z,25,,22
mechdef_blackknight_BL-6-KNT,78,,78,Jump:3052-05-20T00:00:00Z,27,,27
mechdef_dragoon_AEM-03,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_caesar_CES-3R,0,,0,3052-06-01T00:00:00Z,18,,29
mechdef_orion_ON1-MD,0,,0,,0,,0
mechdef_archer_ARC-5CS,0,,0,3052-01-01T00:00:00Z,9,,8
mechdef_helios_HEL-3D,0,,0,,0,3058-01-01T00:00:00Z,26
mechdef_jagermech_JM6-DG,0,,0,3054-01-01T00:00:00Z,9,,8
mechdef_blackknight_BL-6b-KNT,32,,58,,66,,35
mechdef_marauder_MAD-2R,12,,12,Jump:3052-05-20T00:00:00Z,8,,8
mechdef_excalibur_EXC-C1,0,,0,,0,3058-01-01T00:00:00Z,10
mechdef_lancelot_LNC25-04,0,,0,,0,3060-01-01T00:00:00Z,29
mechdef_galahad_GLH-2D,78,,78,Jump:3052-05-20T00:00:00Z,54,,48
mechdef_marauder_MAD-5CS,0,,0,3052-01-01T00:00:00Z,44,,19
mechdef_dragoon_AEM-01,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_blackknight_BL-9-KNT,0,,0,3052-01-01T00:00:00Z,38,,51
mechdef_dragoon_AEM-02,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_gallowglas_GAL-1GLS,0,,0,3055-01-01T00:00:00Z,13,,42
mechdef_cestus_CTS-6Y,3,,3,Jump:3052-06-01T00:00:00Z,14,,22
mechdef_archer_ARC-4M,0,3049-01-01T00:00:00Z,6,,13,,16
mechdef_dragoon_AEM-04,7,,7,Jump:3052-05-20T00:00:00Z,4,,4
mechdef_warhammer_WHM-7CS,0,,0,3052-01-01T00:00:00Z,28,,11
mechdef_avatar_AV1-OG,0,,0,3056-01-01T00:00:00Z,6,,13
mechdef_flashman_FLS-8K,50,,50,Jump:3052-05-20T00:00:00Z,42,,22
mechdef_flashman_FLS-9C,0,,0,,0,3061-01-01T00:00:00Z,19
mechdef_wardog_WR-DG-02FC,0,,0,3052-06-01T00:00:00Z,45,,35
mechdef_gallowglas_GAL-2GLS,0,,0,3055-01-01T00:00:00Z,5,,15
mechdef_falconer_FLC-8R,0,,0,3053-01-01T00:00:00Z,17,,31
Assaults,,,,,,,
mechdef_cyclops_CP-10-HQ,4,,4,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_victor_VTR-9A,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_cyclops_CP-10-Z-DC,0,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_victor_VTR-9A1,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_cyclops_CP-10-Z,15,,15,Jump:3052-05-20T00:00:00Z,10,,10
mechdef_longbow_LGB-0W,76,,76,Jump:3052-05-20T00:00:00Z,53,,52
mechdef_zeus_ZEU-6S,0,3049-01-01T00:00:00Z,12,,10,,16
mechdef_victor_VTR-9B,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_longbow_LGB-0W2,2,,2,,1,,1
mechdef_banshee_BNC-3E,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_goliath_GOL-1H,11,,10,,5,,6
mechdef_awesome_AWS-8R,7,,8,,5,,5
mechdef_striker_STC-2C,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_ymir_BWP-3A,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_battlemaster_BLR-1G-DC,0,3049-01-01T00:00:00Z,4,,7,,10
mechdef_cyclops_CP-11-A-DC,0,,0,3052-06-01T00:00:00Z,3,,6
mechdef_awesome_AWS-8V,7,,6,,4,,4
mechdef_battlemaster_BLR-1G,51,,51,Jump:3052-05-20T00:00:00Z,35,,35
mechdef_cyclops_CP-11-A,0,,0,3052-06-01T00:00:00Z,7,,12
mechdef_cyclops_CP-11-C,0,,0,,0,3058-01-01T00:00:00Z,4
mechdef_stalker_STK-4N,0,3049-01-01T00:00:00Z,3,,6,,9
mechdef_stalker_STK-3F,152,,152,Jump:3052-05-20T00:00:00Z,106,,103
mechdef_battlemaster_BLR-2C,4,,4,Jump:3052-05-20T00:00:00Z,5,,5
mechdef_battlemaster_BLR-1Gc,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_cyclops_CP-10-Q,0,,0,3052-06-01T00:00:00Z,7,,12
mechdef_awesome_AWS-8T,9,,8,,5,,5
mechdef_risingstar_RST-4R,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_awesome_AWS-8Q,102,,102,Jump:3052-05-20T00:00:00Z,71,,35
mechdef_spartan_SPT-N2,82,,77,Jump:3052-05-20T00:00:00Z,41,,40
mechdef_longbow_LGB-7Q,20,,20,Jump:3052-05-20T00:00:00Z,14,,14
mechdef_stalker_STK-3H,36,,36,Jump:3052-05-20T00:00:00Z,25,,24
mechdef_battlemaster_BLR-3M-DC,0,,0,3053-01-01T00:00:00Z,3,,6
mechdef_thug_THG-11E,102,,102,Jump:3052-05-20T00:00:00Z,71,,69
mechdef_longbow_LGB-8C,2,,2,,1,,1
mechdef_stalker_STK-5M,0,3050-01-01T00:00:00Z,8,,13,,21
mechdef_o-bakemono_OBK-M10,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_battlemaster_BLR-3M,0,3049-01-01T00:00:00Z,3,,16,,24
mechdef_crockett_CRK-5003-0,43,,42,,48,,22
mechdef_banshee_BNC-3S,0,3039-01-01T00:00:00Z,2,,0,,5
mechdef_salamander_PPR-5S,0,,0,,0,3058-01-01T00:00:00Z,35
mechdef_kingcrab_KGC-0000,21,,18,Jump:3052-05-20T00:00:00Z,10,,6
mechdef_awesome_AWS-9M,0,,0,3052-06-01T00:00:00Z,20,,36
mechdef_longbow_LGB-7V,0,,0,3056-01-01T00:00:00Z,3,,11
mechdef_grandtitan_T-IT-N10M,0,,0,3054-01-01T00:00:00Z,24,,27
mechdef_atlas_AS7-RS,0,,0,3052-06-01T00:00:00Z,10,,33
mechdef_atlas_AS7-D-DC,0,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_awesome_AWS-9Q,0,,0,3057-01-01T00:00:00Z,35,,35
mechdef_atlas_AS7-D,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_longbow_LGB-10C,0,,0,,0,3061-01-01T00:00:00Z,9
mechdef_kingcrab_KGC-000,35,,30,Jump:3052-05-20T00:00:00Z,17,,13
mechdef_crockett_CRK-5003-1,75,,75,Jump:3052-05-20T00:00:00Z,52,,52
mechdef_rampage_RMP-5G,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_emperor_EMP-6A,167,,157,Jump:3052-05-20T00:00:00Z,116,,139
mechdef_cyclops_CP-11-G,0,,0,,0,3058-01-01T00:00:00Z,10
mechdef_cerberus_MR-V2,0,,0,3054-01-01T00:00:00Z,10,,20
mechdef_mackie_MSK-9H,5,,5,Jump:3052-05-20T00:00:00Z,3,,3
mechdef_viking_VKG-2F,0,,0,,0,3059-01-01T00:00:00Z,32
mechdef_rampage_RMP-4G,3,,3,Jump:3052-05-20T00:00:00Z,2,,2
mechdef_viking_VKG-2G,0,,0,,0,3060-01-01T00:00:00Z,7
mechdef_atlas_AS7-K-DC,0,3050-01-01T00:00:00Z,3,,5,,8
mechdef_atlas_AS7-K,0,,0,3052-06-01T00:00:00Z,16,,26
mechdef_kingcrab_KGC-001,0,,0,3052-01-01T00:00:00Z,33,,46
mechdef_highlander_HGN-732,152,,152,Jump:3052-05-20T00:00:00Z,106,,103
mechdef_matar_SAM-RS2,0,Jump:3036-01-01T00:00:00Z,1,,1,,1
mechdef_highlander_HGN-736,0,,0,,0,3060-01-01T00:00:00Z,102
mechdef_gunslinger_GUN-1ERD,0,,0,3055-01-01T00:00:00Z,29,,69
mechdef_nightstar_NSR-9J,31,,29,Jump:3052-05-20T00:00:00Z,15,,19
mechdef_thunderhawk_TDK-7X,16,,15,Jump:3052-05-20T00:00:00Z,11,,13
mechdef_pillager_PLG-3Z,75,,75,Jump:3052-05-20T00:00:00Z,52,,52
