IvesA,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3029-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3057-01-01T00:00:00Z,,3063-01-01T00:00:00Z
mechdef_firestarter_FS9-OC,0,,0,,0,3057-01-01T00:00:00Z,5,,7
mechdef_vindicator_VND-1X,0,3039-01-01T00:00:00Z,12,,17,,0,,0
mechdef_vindicator_VND-1SIC,0,3031-01-01T00:00:00Z,16,,24,,18,,68
mechdef_vindicator_VND-1R,72,,65,,97,,72,,271
mechdef_enforcer_ENF-4R,0,,0,3049-01-01T00:00:00Z,12,,10,,67
mechdef_hunchback_HBK-4G,14,,14,,18,,8,,48
mechdef_phoenixhawk_PXH-1,50,,52,,60,,49,,188
mechdef_hunchback_HBK-4SP,2,,2,,3,,2,,12
mechdef_centurion_CN9-AL,1,,1,,2,,2,,0
mechdef_firestarter_FS9-OG,0,,0,,0,,0,3063-01-01T00:00:00Z,5
mechdef_shadowhawk_SHD-2H,22,,22,,30,,18,,75
mechdef_hunchback_HBK-4H,2,,2,,3,,2,,17
mechdef_firestarter_FS9-OB,0,,0,,0,3057-01-01T00:00:00Z,5,,7
mechdef_clint_CLNT-2-3U,0,,0,,0,3055-01-01T00:00:00Z,5,,22
mechdef_hunchback_HBK-4N,2,,2,,3,,2,,17
mechdef_wolverine_WVR-6R,18,,18,,26,,24,,94
mechdef_vindicator_VND-3L,0,,0,,0,3055-01-01T00:00:00Z,22,,89
mechdef_centurion_CN9-D,0,,0,3049-01-01T00:00:00Z,8,,5,,28
mechdef_hunchback_HBK-4P,2,,2,,3,,2,,17
mechdef_crab_CRB-20,4,,4,,6,,0,,0
mechdef_hunchback_HBK-4J,2,,2,,3,,2,,17
mechdef_firestarter_FS9-O,0,,0,,0,3056-01-01T00:00:00Z,5,,10
mechdef_dervish_DV-6M,11,,11,,4,,3,,17
mechdef_blackjack_BJ-2,0,,0,,0,3052-01-01T00:00:00Z,14,,34
mechdef_blackjack_BJ2-OC,0,,0,,0,3057-01-01T00:00:00Z,4,,6
mechdef_firestarter_FS9-OX,0,,0,,0,,0,3059-01-01T00:00:00Z,1
mechdef_trebuchet_TBT-5N,11,,11,,16,,13,,67
mechdef_blackjack_BJ2-O,0,,0,,0,3057-01-01T00:00:00Z,6,,8
mechdef_apollo_APL-1M,0,,0,,0,3055-01-01T00:00:00Z,24,,55
mechdef_lineholder_KW1-LH3,0,,0,,0,,0,3059-01-01T00:00:00Z,4
mechdef_centurion_CN10-B,0,,0,,0,3057-01-01T00:00:00Z,5,,28
mechdef_blackjack_BJ2-OE,0,,0,,0,,0,3059-01-01T00:00:00Z,4
mechdef_blackjack_BJ-3,0,,0,3042-01-01T00:00:00Z,35,,14,,48
mechdef_griffin_GRF-1N,32,,32,,48,,25,,73
mechdef_lineholder_KW1-LH2,0,,0,,0,,0,3059-01-01T00:00:00Z,53
mechdef_phoenixhawk_PXH-3M,0,,0,3049-01-01T00:00:00Z,67,,31,,124
mechdef_blackjack_BJ2-OA,0,,0,,0,3057-01-01T00:00:00Z,4,,6
mechdef_firestarter_FS9-OD,0,,0,,0,3057-01-01T00:00:00Z,5,,7
mechdef_blackjack_BJ2-OB,0,,0,,0,3057-01-01T00:00:00Z,4,,6
mechdef_cicada_CDA-3F,0,,0,,0,3055-01-01T00:00:00Z,1,,6
mechdef_blackjack_BJ2-OD,0,,0,,0,3057-01-01T00:00:00Z,4,,6
mechdef_blackjack_BJ2-OF,0,,0,,0,,0,3061-01-01T00:00:00Z,2
mechdef_shadowhawk_SHD-5M,0,,0,3049-01-01T00:00:00Z,23,,11,,35
mechdef_firestarter_FS9-OF,0,,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_phoenixhawk_PXH-HK2M,1,,1,,2,,0,,0
mechdef_griffin_GRF-3M,0,,0,,0,3055-01-01T00:00:00Z,16,,68
mechdef_phoenixhawk_PXH-HK2,3,,2,,3,,0,,0
mechdef_firestarter_FS9-OR,0,,0,,0,,0,3059-01-01T00:00:00Z,1
mechdef_blackjack_BJ2-OR,0,,0,,0,,0,3060-01-01T00:00:00Z,1
Heavies,,,,,,,,,
mechdef_jagermech_JM6-S,8,,8,,8,,10,,105
mechdef_rifleman_RFL-3N,4,,3,,3,,2,,18
mechdef_champion_CHP-2N,2,,3,,3,,1,,13
mechdef_quickdraw_QKD-4G,2,,2,,2,,1,,12
mechdef_quickdraw_QKD-5A,1,,1,,1,,1,,4
mechdef_rifleman_RFL-5M,0,,0,,0,3055-01-01T00:00:00Z,1,,11
mechdef_ostroc_OSR-2C,1,,1,,1,,1,,9
mechdef_champion_CHP-1N,0,,0,3049-01-01T00:00:00Z,9,,1,,6
mechdef_champion_CHP-1N2,0,,0,3049-01-01T00:00:00Z,8,,1,,6
mechdef_ostroc_OSR-2L,1,,1,,1,,1,,5
mechdef_quickdraw_QKD-5M,0,,0,,0,3055-01-01T00:00:00Z,1,,7
mechdef_quickdraw_QKD-4H,1,,1,,1,,1,,6
mechdef_ostsol_OTL-4D,4,,4,,5,,3,,37
mechdef_catapult_CPLT-A1,0,3039-01-01T00:00:00Z,2,,1,,1,,9
mechdef_ostroc_OSR-3C,1,,1,,1,,1,,5
mechdef_crusader_CRD-3L,8,,10,,12,,10,,92
mechdef_orion_ON1-V,1,,1,,1,,1,,4
mechdef_warhammer_WHM-6R,14,,14,,14,,13,,92
mechdef_blackhawk-ku_BHKU-OB,0,,0,,0,3056-01-01T00:00:00Z,1,,6
mechdef_warhammer_WHM-6L,3,,3,,5,,6,,46
mechdef_cataphract_CTF-1X,2,,5,,6,,4,,53
mechdef_crusader_CRD-3R,8,,7,,6,,5,,46
mechdef_orion_ON1-VA,1,,1,,1,,1,,4
mechdef_thunderbolt_TDR-5S,17,,17,,18,,12,,105
mechdef_cataphract_CTF-2X,0,3039-01-01T00:00:00Z,1,,1,,1,,19
mechdef_grasshopper_GHR-5J,0,,0,3049-01-01T00:00:00Z,13,,2,,14
mechdef_catapult_CPLT-C4,1,,1,,1,,1,,9
mechdef_marauder_MAD-3R,4,,4,,3,,2,,23
mechdef_grasshopper_GHR-C,0,,0,,0,3055-01-01T00:00:00Z,2,,14
mechdef_marauder_MAD-3L,1,,1,,1,,1,,12
mechdef_avatar_AV1-O,0,,0,,0,3056-01-01T00:00:00Z,2,,7
mechdef_ostroc_OSR-2D,0,,0,3050-01-01T00:00:00Z,3,,1,,6
mechdef_catapult_CPLT-C1,2,,1,,1,,1,,7
mechdef_guillotine_GLT-4L,3,,3,,2,,2,,26
mechdef_avatar_AV1-OC,0,,0,,0,3056-01-01T00:00:00Z,2,,5
mechdef_crusader_CRD-5M,0,,0,,0,3055-01-01T00:00:00Z,2,,28
mechdef_orion_ON1-M,0,,0,,0,3055-01-01T00:00:00Z,1,,9
mechdef_grasshopper_GHR-5H,8,,8,,7,,4,,47
mechdef_orion_ON1-K,5,,5,,5,,2,,10
mechdef_orion_ON1-M-DC,0,,0,,0,3055-01-01T00:00:00Z,1,,4
mechdef_stalker_STK-4P,1,,1,,1,,1,,12
mechdef_marauder_MAD-5M,0,,0,,0,3051-01-01T00:00:00Z,2,,10
mechdef_avatar_AV1-OD,0,,0,,0,,0,3060-01-01T00:00:00Z,2
mechdef_archer_ARC-2R,12,,12,,12,,9,,41
mechdef_avatar_AV1-OA,0,,0,,0,3056-01-01T00:00:00Z,2,,5
mechdef_thunderbolt_TDR-7M,0,,0,,0,3055-01-01T00:00:00Z,4,,31
mechdef_avatar_AV1-OB,0,,0,,0,3056-01-01T00:00:00Z,2,,5
mechdef_orion_ON1-MA,0,,0,,0,3055-01-01T00:00:00Z,1,,4
mechdef_grasshopper_GHR-5N,0,,0,3040-01-01T00:00:00Z,1,,1,,17
mechdef_helios_HEL-4A,0,,0,,0,,0,3060-01-01T00:00:00Z,6
mechdef_helios_HEL-C,0,,0,,0,,0,3060-01-01T00:00:00Z,6
mechdef_blackhawk-ku_BHKU-OD,0,,0,,0,3056-01-01T00:00:00Z,1,,6
mechdef_avatar_AV1-OE,0,,0,,0,,0,3062-01-01T00:00:00Z,3
mechdef_blackhawk-ku_BHKU-OC,0,,0,,0,3056-01-01T00:00:00Z,1,,6
mechdef_helios_HEL-3D,0,,0,,0,,0,3058-01-01T00:00:00Z,24
mechdef_jagermech_JM6-DG,0,,0,,0,3054-01-01T00:00:00Z,2,,22
mechdef_gallowglas_GAL-1GLS,0,,0,,0,3055-01-01T00:00:00Z,3,,44
mechdef_cestus_CTS-6Y,0,,0,,0,3055-01-01T00:00:00Z,5,,28
mechdef_archer_ARC-4M,0,,0,,0,3055-01-01T00:00:00Z,6,,35
mechdef_blackhawk-ku_BHKU-O,0,,0,,0,3056-01-01T00:00:00Z,2,,8
mechdef_blackhawk-ku_BHKU-OA,0,,0,,0,3056-01-01T00:00:00Z,1,,6
mechdef_avatar_AV1-OG,0,,0,,0,3056-01-01T00:00:00Z,2,,5
mechdef_wardog_WR-DG-02FC,0,,0,,0,3052-01-01T00:00:00Z,11,,44
mechdef_gallowglas_GAL-2GLS,0,,0,,0,3055-01-01T00:00:00Z,1,,11
mechdef_blackhawk-ku_BHKU-OE,0,,0,,0,,0,3063-01-01T00:00:00Z,4
mechdef_blackhawk-ku_BHKU-OR,0,,0,,0,,0,3060-01-01T00:00:00Z,1
Assaults,,,,,,,,,
mechdef_charger_CGR-1L,5,,5,,0,,0,,0
mechdef_cyclops_CP-10-HQ,3,,2,,2,,2,,20
mechdef_victor_VTR-9A,2,,2,,2,,2,,28
mechdef_victor_VTR-9A1,2,,2,,2,,2,,28
mechdef_cyclops_CP-10-Z,21,,18,,15,,9,,57
mechdef_longbow_LGB-0W,20,,19,,16,,6,,32
mechdef_zeus_ZEU-6S,0,,0,3049-01-01T00:00:00Z,8,,9,,120
mechdef_victor_VTR-9B,24,,23,,22,,13,,113
mechdef_longbow_LGB-0W2,3,,2,,1,,1,,6
mechdef_banshee_BNC-3E,9,,8,,7,,6,,48
mechdef_goliath_GOL-1H,0,,0,3049-01-01T00:00:00Z,5,,5,,43
mechdef_charger_CGR-1A5,1,,1,,0,,0,,0
mechdef_awesome_AWS-8R,5,,5,,4,,3,,24
mechdef_striker_STC-2C,0,3039-01-01T00:00:00Z,36,,30,,17,,170
mechdef_battlemaster_BLR-1G-DC,4,,4,,2,,2,,20
mechdef_cyclops_CP-11-A-DC,0,,0,3045-01-01T00:00:00Z,10,,3,,9
mechdef_awesome_AWS-8V,4,,3,,3,,2,,17
mechdef_battlemaster_BLR-1G,34,,32,,16,,9,,80
mechdef_cyclops_CP-11-A,0,,0,3045-01-01T00:00:00Z,5,,2,,18
mechdef_cyclops_CP-11-C,0,,0,,0,,0,3058-01-01T00:00:00Z,9
mechdef_stalker_STK-4N,5,,5,,4,,3,,31
mechdef_stalker_STK-3F,41,,39,,29,,19,,124
mechdef_cyclops_CP-10-Q,4,,3,,3,,2,,20
mechdef_awesome_AWS-8T,5,,5,,4,,3,,24
mechdef_sunder_SD1-OB,0,,0,,0,,0,3058-01-01T00:00:00Z,6
mechdef_awesome_AWS-8Q,41,,39,,24,,14,,68
mechdef_longbow_LGB-7Q,10,,10,,8,,5,,23
mechdef_stalker_STK-3H,5,,5,,4,,5,,44
mechdef_battlemaster_BLR-3M-DC,0,,0,,0,3053-01-01T00:00:00Z,2,,9
mechdef_thug_THG-11E,0,,0,,0,,0,3058-01-01T00:00:00Z,38
mechdef_longbow_LGB-8C,5,,5,,4,,3,,6
mechdef_stalker_STK-5M,0,,0,3050-01-01T00:00:00Z,10,,6,,28
mechdef_battlemaster_BLR-3M,0,,0,3049-01-01T00:00:00Z,6,,4,,36
mechdef_longbow_LGB-12C,0,,0,,0,,0,3061-01-01T00:00:00Z,4
mechdef_victor_VTR-9D,0,,0,3049-01-01T00:00:00Z,12,,8,,51
mechdef_sunder_SD1-OC,0,,0,,0,,0,3058-01-01T00:00:00Z,4
mechdef_sunder_SD1-O,0,,0,,0,,0,3058-01-01T00:00:00Z,8
mechdef_banshee_BNC-3S,0,3039-01-01T00:00:00Z,1,,1,,1,,17
mechdef_atlas_AS7-A,0,3039-01-01T00:00:00Z,1,,1,,1,,8
mechdef_highlander_HGN-733,6,,6,,4,,2,,10
mechdef_kingcrab_KGC-0000,0,,0,3049-01-01T00:00:00Z,5,,3,,24
mechdef_awesome_AWS-9M,0,,0,3049-01-01T00:00:00Z,19,,9,,43
mechdef_longbow_LGB-7V,0,,0,,0,3056-01-01T00:00:00Z,2,,10
mechdef_grandtitan_T-IT-N10M,0,,0,,0,3055-01-01T00:00:00Z,8,,38
mechdef_atlas_AS7-RS,0,3039-01-01T00:00:00Z,1,,1,,1,,8
mechdef_highlander_HGN-733C,1,,1,,1,,1,,5
mechdef_atlas_AS7-D-DC,0,3039-01-01T00:00:00Z,1,,1,,1,,5
mechdef_highlander_HGN-733P,1,,1,,1,,1,,5
mechdef_awesome_AWS-9Q,0,,0,,0,3057-01-01T00:00:00Z,3,,15
mechdef_atlas_AS7-D,0,3039-01-01T00:00:00Z,7,,6,,3,,21
mechdef_longbow_LGB-10C,0,,0,,0,,0,3061-01-01T00:00:00Z,23
mechdef_sunder_SD1-OD,0,,0,,0,,0,3063-01-01T00:00:00Z,4
mechdef_emperor_EMP-6A,0,,0,,0,3055-01-01T00:00:00Z,8,,27
mechdef_cerberus_MR-V2,0,,0,,0,3055-01-01T00:00:00Z,11,,36
mechdef_sunder_SD1-OA,0,,0,,0,,0,3058-01-01T00:00:00Z,8
mechdef_cerberus_MR-V3,0,,0,,0,,0,3062-01-01T00:00:00Z,18
mechdef_atlas_AS7-K-DC,0,,0,,0,3055-01-01T00:00:00Z,1,,7
mechdef_atlas_AS7-K,0,,0,,0,3055-01-01T00:00:00Z,1,,3
mechdef_kingcrab_KGC-001,0,,0,,0,3052-01-01T00:00:00Z,1,,11
mechdef_highlander_HGN-732,0,,0,,0,3055-01-01T00:00:00Z,2,,13
mechdef_gunslinger_GUN-1ERD,0,,0,,0,3055-01-01T00:00:00Z,11,,76
mechdef_sunder_SD1-OR,0,,0,,0,,0,3059-01-01T00:00:00Z,1
mechdef_pillager_PLG-3Z,0,,0,,0,,0,3058-01-01T00:00:00Z,27
