MagistracyOfCanopusVehicles,,,,,,,,,
vehicledef_SCORPION_ML,23,,19,,16,,12,,12
vehicledef_PACKRAT_PKR-T5,8,,10,,16,,20,,6
vehicledef_GALLEON_GAL-200,8,,5,,5,,7,,9
vehicledef_SCORPION_SRM,47,,44,,33,,22,,25
vehicledef_SCORPION_MRM,0,,0,,0,,0,3060-01-01T00:00:00Z,12
vehicledef_HARASSER,31,,44,,44,,47,,19
vehicledef_WARRIOR_H-8,0,,0,,0,3055-01-01T00:00:00Z,7,,31
vehicledef_SCORPION_LRM,23,,19,,16,,12,,12
vehicledef_JEdgar_ICE,23,,19,,22,,17,,9
vehicledef_WARRIOR_H-7C,8,,5,,5,,7,,6
vehicledef_BLIZZARD_BLACK,0,,0,,0,,0,3067-01-01T00:00:00Z,3
vehicledef_SCIMITAR,47,,83,,93,,95,,28
vehicledef_JEdgar,8,,10,,11,,5,,6
vehicledef_PLAINSMAN_SCOUT,0,,0,,0,,0,3067-01-01T00:00:00Z,3
vehicledef_KARNOV_PERIPHERY,0,,0,,0,,0,3064-01-01T00:00:00Z,3
vehicledef_SALADIN_ARMOR,19,,15,,16,,7,,0
vehicledef_SALADIN,74,,73,,77,,60,,56
vehicledef_HUNTER_LRM15,4,,5,,5,,5,,9
vehicledef_PLAINSMAN,0,3039-01-01T00:00:00Z,10,,11,,12,,9
vehicledef_YELLOWJACKET_ARROWIV,0,,0,,0,,0,3067-01-01T00:00:00Z,3
vehicledef_PEGASUS,66,,44,,33,,22,,15
vehicledef_HUNTER_LRM10,4,,5,,5,,5,,9
vehicledef_HUNTER,16,,19,,22,,22,,22
vehicledef_GALLEON_GAL-102,0,,0,3049-01-01T00:00:00Z,5,,15,,31
vehicledef_SARACEN,47,,44,,44,,47,,40
vehicledef_HUNTER_AMMO,4,,5,,5,,2,,0
vehicledef_YELLOWJACKET,0,,0,,0,,0,3059-01-01T00:00:00Z,22
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,,0,3059-01-01T00:00:00Z,3
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,130,,126,,130,,113,,35
vehicledef_VEDETTE,370,,357,,360,,232,,70
vehicledef_HETZER_LASER,20,,15,,20,,18,,14
vehicledef_BALLISTA,60,,60,,40,,36,,28
vehicledef_HETZER_AC10,10,,10,,10,,12,,14
vehicledef_HETZER_SCOUT,10,,10,,10,,6,,7
vehicledef_GOBLIN,40,,40,,40,,24,,0
vehicledef_HETZER,100,,95,,100,,89,,49
vehicledef_CARRIER_LIGHTSRM,0,,0,,0,3058-01-01T00:00:00Z,54,,140
vehicledef_GLADIUS,0,,0,,0,,0,3067-01-01T00:00:00Z,35
vehicledef_VEDETTE_ULTRA,0,,0,,0,3055-01-01T00:00:00Z,83,,287
vehicledef_HETZER_SRM,20,,15,,20,,18,,14
vehicledef_CONDOR,40,,40,,40,,36,,28
vehicledef_HETZER_LRM,20,,15,,20,,18,,14
vehicledef_FALCON,20,,20,,20,,18,,14
vehicledef_PROWLER_SEALED,20,,15,,10,,6,,7
vehicledef_MAXIM_SRM4,10,,10,,10,,12,,7
vehicledef_HAWK_LTV-4,30,,30,,30,,24,,0
vehicledef_PROWLER,0,,0,3049-01-01T00:00:00Z,10,,12,,14
vehicledef_MAXIM_SRM2,10,,10,,10,,12,,7
vehicledef_MAXIM,70,,70,,70,,54,,14
vehicledef_HETZER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,21
vehicledef_PROWLER_ECM,0,,0,,0,3050-01-01T00:00:00Z,6,,7
vehicledef_PROWLER_SUPPORT,20,,15,,10,,6,,7
vehicledef_MYRMIDON,0,,0,,0,,0,3060-01-01T00:00:00Z,28
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,10,,10,,12,,7
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,35,,30,,30,,7
vehicledef_REGULATOR_ARROWIV,0,,0,,0,,0,3063-01-01T00:00:00Z,21
vehicledef_FULCRUM,0,,0,,0,3058-01-01T00:00:00Z,18,,28
vehicledef_REGULATOR,0,,0,,0,3056-01-01T00:00:00Z,54,,77
Heavies,,,,,,,,,
vehicledef_CARRIER_AC2,26,,25,,29,,30,,20
vehicledef_CARRIER_LBX,0,,0,,0,,0,3062-01-01T00:00:00Z,20
vehicledef_BULLDOG_AC2,35,,36,,39,,40,,10
vehicledef_CARRIER_LASER,35,,36,,39,,40,,49
vehicledef_THUMPER,157,,147,,108,,61,,49
vehicledef_BULLDOG,78,,76,,69,,81,,20
vehicledef_PIKE,87,,86,,78,,71,,59
vehicledef_MARKSMAN,9,,0,,0,,0,,0
vehicledef_PIKE_AC5,9,,10,,10,,10,,10
vehicledef_PO,0,,0,3049-01-01T00:00:00Z,29,,40,,69
vehicledef_BULLDOG_LRM,35,,36,,39,,40,,10
vehicledef_CARRIER_MRM,0,,0,,0,,0,3062-01-01T00:00:00Z,49
vehicledef_CARRIER_SRM_3054,0,,0,,0,3055-01-01T00:00:00Z,20,,29
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,30,,108
vehicledef_CARRIER_SRM,157,,147,,147,,101,,88
vehicledef_CARRIER_LRM,157,,147,,147,,131,,78
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,20
vehicledef_ZHUKOV,0,3030-01-01T00:00:00Z,25,,29,,30,,29
vehicledef_PIKE_MISSILE,9,,10,,10,,10,,10
vehicledef_PIKE_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,20
vehicledef_MANTICORE,157,,147,,147,,172,,137
vehicledef_BRUTUS,17,,30,,29,,30,,39
vehicledef_BRUTUS_PPC,9,,5,,10,,10,,10
vehicledef_BRUTUS_LRM,9,,15,,20,,20,,20
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,40,,35,,34,,29,,10
vehicledef_PARTISAN,200,,194,,185,,165,,50
vehicledef_LONGTOM-LT-MOB-25F,0,,0,,0,,0,3059-01-01T00:00:00Z,10
vehicledef_SCHREK_AC,30,,35,,34,,29,,20
vehicledef_LONGTOM-LT-MOB-25,17,,20,,20,,30,,39
vehicledef_DEMOLISHER_MG,60,,60,,55,,49,,40
vehicledef_SCHREK,20,,45,,62,,78,,60
vehicledef_ONTOS,0,,0,,0,3058-01-01T00:00:00Z,10,,20
vehicledef_CARRIER_HEAVYLRM,0,,0,,0,3058-01-01T00:00:00Z,58,,180
vehicledef_DEMOLISHER,330,,319,,294,,262,,180
vehicledef_PARTISAN_LRM,40,,35,,34,,29,,10
vehicledef_DEVASTATOR,90,,95,,89,,58,,20
vehicledef_BEHEMOTH_FLAMER,0,,0,3049-01-01T00:00:00Z,7,,10,,10
vehicledef_BEHEMOTH,0,,0,3049-01-01T00:00:00Z,27,,49,,60
vehicledef_ONTOS_3053,0,,0,,0,3058-01-01T00:00:00Z,10,,50
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3064-01-01T00:00:00Z,20
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3061-01-01T00:00:00Z,70
vehicledef_RHINO_FLAMER,40,,40,,41,,39,,30
vehicledef_RHINO_MG,40,,40,,41,,39,,30
vehicledef_RHINO,90,,85,,75,,68,,60
vehicledef_RHINO_SL,20,,20,,21,,19,,10
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,,0,3067-01-01T00:00:00Z,70
