SecurityForces,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
mechdef_shadowhawk_SHD-5M,0,,0,,0,3056-01-01T00:00:00Z,5,,6
mechdef_phoenixhawk_PXH-7S,0,,0,,0,,0,3067-01-01T00:00:00Z,5
mechdef_griffin_GRF-3M,0,,0,,0,3056-01-01T00:00:00Z,15,,13
mechdef_wolverine_WVR-8K,0,,0,,0,,0,3064-01-01T00:00:00Z,1
mechdef_shadowhawk_SHD-5S,0,,0,,0,3056-01-01T00:00:00Z,2,,2
mechdef_griffin_GRF-2N,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_wolverine_WVR-7M,0,,0,,0,3056-01-01T00:00:00Z,2,,2
mechdef_shadowhawk_SHD-5D,0,,0,,0,,0,3066-01-01T00:00:00Z,1
mechdef_dervish_DV-8D,0,,0,,0,,0,3062-01-01T00:00:00Z,1
mechdef_griffin_GRF-6S,0,,0,,0,,0,3066-01-01T00:00:00Z,2
Heavies,,,,,,,,,
mechdef_jagermech_JM6-S,0,,0,3049-01-01T00:00:00Z,5,,80,,55
mechdef_jagermech_JM6-DD,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_griffin_GRF-1A,0,,0,,0,,0,3067-01-01T00:00:00Z,4
mechdef_rifleman_RFL-3N,51,,51,,42,,533,,721
mechdef_champion_CHP-2N,5,,5,,5,,171,,220
mechdef_rifleman_RFL-4D,0,,0,3049-01-01T00:00:00Z,3,,94,,180
mechdef_quickdraw_QKD-4G,12,,12,,12,,121,,142
mechdef_quickdraw_QKD-5A,3,,3,,4,,61,,71
mechdef_merlin_MLN-1A,0,3028-01-01T00:00:00Z,5,,5,,120,,114
mechdef_quickdraw_QKD-C,0,,0,,0,3057-01-01T00:00:00Z,1,,2
mechdef_rifleman_RFL-5M,0,,0,,0,3056-01-01T00:00:00Z,19,,18
mechdef_merlin_MLN-1B,0,,0,,0,3055-01-01T00:00:00Z,21,,29
mechdef_ostroc_OSR-2C,8,,8,,0,,164,,154
mechdef_thunderbolt_TDR-5D,3,,2,,3,,121,,68
mechdef_champion_CHP-1N,0,,0,,0,3060-01-01T00:00:00Z,1,,2
mechdef_champion_CHP-1N2,0,,0,,0,3059-01-01T00:00:00Z,4,,6
mechdef_ostroc_OSR-2L,3,,3,,0,,92,,122
mechdef_quickdraw_QKD-5M,0,,0,,0,3057-01-01T00:00:00Z,4,,7
mechdef_thunderbolt_TDR-1C,0,,0,,0,,0,3067-01-01T00:00:00Z,137
mechdef_quickdraw_QKD-4H,3,,3,,4,,61,,71
mechdef_ostsol_OTL-5M,0,,0,,0,3057-01-01T00:00:00Z,1,,1
mechdef_quickdraw_QKD-5K,0,,0,,0,3057-01-01T00:00:00Z,2,,2
mechdef_crusader_CRD-4K,0,,0,,0,3056-01-01T00:00:00Z,3,,2
mechdef_archer_ARC-1A,0,,0,,0,,0,3067-01-01T00:00:00Z,105
mechdef_ostsol_OTL-4D,18,,18,,13,,141,,151
mechdef_ostroc_OSR-3C,3,,3,,0,,92,,122
mechdef_orion_ON1-V,3,,3,,3,,36,,36
mechdef_warhammer_WHM-6R,51,,51,,35,,686,,761
mechdef_quickdraw_QKD-5K2,0,,0,,0,3057-01-01T00:00:00Z,1,,1
mechdef_crusader_CRD-3R,51,,52,,23,,320,,255
mechdef_orion_ON1-VA,2,,2,,2,,36,,36
mechdef_battleaxe_BKX-7K,0,,0,,0,,0,3067-01-01T00:00:00Z,428
mechdef_marauder_MAD-3M,0,,0,3049-01-01T00:00:00Z,1,,25,,90
mechdef_thunderbolt_TDR-5S,41,,37,,29,,686,,387
mechdef_archer_ARC-5W,0,,0,,0,3056-01-01T00:00:00Z,4,,2
mechdef_thunderbolt_TDR-5SS,0,,0,3049-01-01T00:00:00Z,3,,121,,137
mechdef_bombardier_BMB-10D,6,,6,,7,,212,,303
mechdef_grasshopper_GHR-5J,0,,0,,0,3056-01-01T00:00:00Z,9,,13
mechdef_marauder_MAD-3R,8,,8,,4,,100,,90
mechdef_grasshopper_GHR-C,0,,0,,0,3056-01-01T00:00:00Z,9,,13
mechdef_guillotine_GLT-4P,1,,1,,1,,0,,0
mechdef_rifleman_RFL-5D,0,,0,,0,3056-01-01T00:00:00Z,3,,5
mechdef_ostroc_OSR-2D,0,,0,,0,3060-01-01T00:00:00Z,7,,9
mechdef_catapult_CPLT-C1,5,,5,,5,,106,,121
mechdef_guillotine_GLT-4L,8,,8,,6,,339,,285
mechdef_crusader_CRD-4BR,0,,0,,0,3056-01-01T00:00:00Z,4,,3
mechdef_crusader_CRD-5M,0,,0,,0,3056-01-01T00:00:00Z,11,,7
mechdef_orion_ON1-M,0,,0,,0,3057-01-01T00:00:00Z,5,,5
mechdef_thunderbolt_TDR-5SE,3,,2,,3,,0,,0
mechdef_grasshopper_GHR-5H,25,,23,,21,,522,,745
mechdef_orion_ON1-K,14,,14,,14,,103,,101
mechdef_thunderbolt_TDR-9SE,0,,0,,0,3056-01-01T00:00:00Z,4,,2
mechdef_orion_ON1-M-DC,0,,0,,0,3057-01-01T00:00:00Z,3,,4
mechdef_crusader_CRD-5S,0,,0,,0,3056-01-01T00:00:00Z,3,,2
mechdef_catapult_CPLT-C4C,0,,0,,0,3057-01-01T00:00:00Z,2,,2
mechdef_stalker_STK-4P,5,,5,,5,,179,,137
mechdef_crusader_CRD-5K,0,,0,,0,,0,3063-01-01T00:00:00Z,2
mechdef_rifleman_RFL-6X,0,,0,,0,,0,3063-01-01T00:00:00Z,5
mechdef_marauder_MAD-5M,0,,0,,0,3058-01-01T00:00:00Z,2,,2
mechdef_guillotine_GLT-5M,0,,0,,0,,0,3067-01-01T00:00:00Z,3
mechdef_orion_ON1-MB,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_archer_ARC-2R,51,,51,,42,,399,,211
mechdef_warhammer_WHM-7S,0,,0,,0,3056-01-01T00:00:00Z,6,,7
mechdef_bandersnatch_BNDR-01A,0,,0,,0,3060-01-01T00:00:00Z,8,,13
mechdef_ostroc_OSR-2Cb,0,,0,,0,,0,3067-01-01T00:00:00Z,4
mechdef_warhammer_WHM-7M,0,,0,,0,3056-01-01T00:00:00Z,6,,7
mechdef_thunderbolt_TDR-9S,0,,0,,0,3056-01-01T00:00:00Z,4,,2
mechdef_thunderbolt_TDR-7M,0,,0,,0,3056-01-01T00:00:00Z,12,,7
mechdef_jagermech_JM7-D,0,,0,,0,3059-01-01T00:00:00Z,1,,1
mechdef_orion_ON1-MA,0,,0,,0,3057-01-01T00:00:00Z,3,,3
mechdef_orion_ON1-MC,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_grasshopper_GHR-5N,0,,0,3040-01-01T00:00:00Z,3,,185,,263
mechdef_crusader_CRD-2R,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_cestus_CTS-6Z,0,,0,,0,3059-01-01T00:00:00Z,1,,1
mechdef_hercules_HRC-LS-9000,0,,0,,0,3060-01-01T00:00:00Z,5,,7
mechdef_hercules_HRC-LS-9001,0,,0,,0,3060-01-01T00:00:00Z,3,,4
mechdef_catapult_CPLT-C1b,0,,0,,0,,0,3067-01-01T00:00:00Z,3
mechdef_ostsol_OTL-7M,0,,0,,0,,0,3065-01-01T00:00:00Z,1
mechdef_quickdraw_QKD-8K,0,,0,,0,,0,3064-01-01T00:00:00Z,1
mechdef_grasshopper_GHR-6K,0,,0,,0,,0,3064-01-01T00:00:00Z,5
mechdef_orion_ON1-MD,0,,0,,0,,0,3062-01-01T00:00:00Z,1
mechdef_jagermech_JM6-DG,0,,0,,0,3057-01-01T00:00:00Z,1,,1
mechdef_bandersnatch_BNDR-01B,0,,0,,0,,0,3065-01-01T00:00:00Z,7
mechdef_warhammer_WHM-9S,0,,0,,0,,0,3067-01-01T00:00:00Z,7
mechdef_jagermech_JM6-DGr,0,,0,,0,3059-01-01T00:00:00Z,1,,1
mechdef_archer_ARC-5R,0,,0,,0,3056-01-01T00:00:00Z,4,,2
mechdef_archer_ARC-6S,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_gallowglas_GAL-1GLS,0,,0,,0,3060-01-01T00:00:00Z,28,,22
mechdef_cestus_CTS-6Y,0,,0,,0,3056-01-01T00:00:00Z,14,,15
mechdef_archer_ARC-4M,0,,0,,0,3056-01-01T00:00:00Z,4,,2
mechdef_ostsol_OTL-8M,0,,0,,0,,0,3066-01-01T00:00:00Z,1
mechdef_warhammer_WHM-8D,0,,0,,0,,0,3066-01-01T00:00:00Z,19
mechdef_archer_ARC-8M,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_marauder_MAD-5D,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_marauder_MAD-5S,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_thunderbolt_TDR-7SE,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_wardog_WR-DG-02FC,0,,0,,0,3056-01-01T00:00:00Z,34,,35
mechdef_orion_ON2-M,0,,0,,0,,0,3063-01-01T00:00:00Z,1
mechdef_dragonfire_DGR-3F,0,,0,,0,,0,3067-01-01T00:00:00Z,9
mechdef_gallowglas_GAL-2GLS,0,,0,,0,3060-01-01T00:00:00Z,7,,8
mechdef_ostsol_OTL-6D,0,,0,,0,,0,3064-01-01T00:00:00Z,1
mechdef_crusader_CRD-6T,0,,0,,0,3056-01-01T00:00:00Z,3,,3
mechdef_dragonfire_DGR-4F,0,,0,,0,,0,3067-01-01T00:00:00Z,1
mechdef_gallowglas_GAL-4GLS,0,,0,,0,,0,3064-01-01T00:00:00Z,2
mechdef_wardog_WR-DG-03FC,0,,0,,0,,0,3064-01-01T00:00:00Z,9
mechdef_thunderbolt_TDR-10SE,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_warhammer_C-2,0,,0,,0,3056-01-01T00:00:00Z,6,,7
mechdef_gallowglas_GAL-3GLS,0,,0,,0,,0,3064-01-01T00:00:00Z,2
Assaults,,,,,,,,,
mechdef_cyclops_CP-10-HQ,1,,1,,1,,42,,33
mechdef_victor_VTR-9A,0,,0,3049-01-01T00:00:00Z,2,,81,,59
mechdef_victor_VTR-9A1,0,,0,3049-01-01T00:00:00Z,2,,81,,59
mechdef_cyclops_CP-10-Z,12,,10,,11,,119,,66
mechdef_longbow_LGB-0W,32,,32,,35,,312,,257
mechdef_zeus_ZEU-6S,0,,0,3049-01-01T00:00:00Z,18,,211,,100
mechdef_victor_VTR-9B,21,,21,,20,,324,,235
mechdef_longbow_LGB-0W2,4,,4,,4,,110,,91
mechdef_banshee_BNC-3E,42,,37,,37,,421,,187
mechdef_stalker_STK-5S,0,,0,,0,3056-01-01T00:00:00Z,6,,3
mechdef_goliath_GOL-1H,0,,0,3049-01-01T00:00:00Z,5,,66,,66
mechdef_charger_CGR-1A5,2,,2,,2,,44,,33
mechdef_awesome_AWS-8R,6,,6,,7,,149,,150
mechdef_battlemaster_BLR-1G-DC,2,,2,,2,,0,,0
mechdef_thug_THG-10E,0,,0,3049-01-01T00:00:00Z,2,,44,,31
mechdef_cyclops_CP-11-A-DC,0,,0,,0,3059-01-01T00:00:00Z,2,,1
mechdef_awesome_AWS-8V,4,,4,,5,,105,,106
mechdef_battlemaster_BLR-1G,28,,28,,26,,458,,461
mechdef_goliath_GOL-3M,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_cyclops_CP-11-A,0,,0,,0,3060-01-01T00:00:00Z,3,,4
mechdef_cyclops_CP-11-C,0,,0,,0,3059-01-01T00:00:00Z,2,,1
mechdef_stalker_STK-4N,11,,11,,11,,222,,120
mechdef_stalker_STK-3F,91,,91,,91,,887,,480
mechdef_cyclops_CP-10-Q,2,,2,,2,,42,,33
mechdef_awesome_AWS-8T,6,,6,,7,,149,,150
mechdef_charger_CGR-SB,2,,2,,2,,44,,33
mechdef_awesome_AWS-8Q,45,,45,,37,,421,,424
mechdef_longbow_LGB-7Q,16,,16,,17,,221,,182
mechdef_stalker_STK-3H,11,,11,,11,,313,,170
mechdef_battlemaster_BLR-3M-DC,0,,0,,0,3057-01-01T00:00:00Z,3,,2
mechdef_goliath_GOL-3M2,0,,0,,0,3052-01-01T00:00:00Z,1,,1
mechdef_zeus_ZEU-9S,0,,0,,0,3057-01-01T00:00:00Z,3,,1
mechdef_thug_THG-11E,0,,0,,0,3059-01-01T00:00:00Z,5,,8
mechdef_longbow_LGB-8C,8,,8,,9,,156,,128
mechdef_stalker_STK-5M,0,,0,,0,3056-01-01T00:00:00Z,17,,7
mechdef_charger_CGR-3K,0,,0,,0,3058-01-01T00:00:00Z,5,,3
mechdef_battlemaster_BLR-3M,0,,0,,0,3057-01-01T00:00:00Z,13,,10
mechdef_longbow_LGB-12C,0,,0,,0,3061-01-01T00:00:00Z,2,,1
mechdef_cyclops_CP-12-K,0,,0,,0,3059-01-01T00:00:00Z,1,,1
mechdef_victor_VTR-9K,0,,0,,0,3058-01-01T00:00:00Z,2,,1
mechdef_victor_VTR-C,0,,0,,0,3058-01-01T00:00:00Z,2,,1
mechdef_banshee_BNC-3S,0,3039-01-01T00:00:00Z,5,,9,,149,,94
mechdef_thug_THG-11Eb,0,,0,,0,,0,3067-01-01T00:00:00Z,1
mechdef_zeus_ZEU-9S2,0,,0,,0,3057-01-01T00:00:00Z,3,,1
mechdef_atlas_AS7-A,1,,1,,1,,13,,0
mechdef_goliath_GOL-3S,0,,0,,0,,0,3066-01-01T00:00:00Z,1
mechdef_kingcrab_KGC-0000,0,,0,3049-01-01T00:00:00Z,7,,149,,118
mechdef_awesome_AWS-9M,0,,0,,0,3057-01-01T00:00:00Z,23,,18
mechdef_longbow_LGB-7V,0,,0,,0,3057-01-01T00:00:00Z,9,,5
mechdef_grandtitan_T-IT-N10M,0,,0,,0,3060-01-01T00:00:00Z,15,,15
mechdef_zeus_ZEU-9T,0,,0,,0,,0,3062-01-01T00:00:00Z,1
mechdef_atlas_AS7-RS,1,,1,,1,,26,,0
mechdef_awesome_AWS-9Q,0,,0,,0,3057-01-01T00:00:00Z,8,,6
mechdef_victor_VTR-10D,0,,0,,0,,0,3067-01-01T00:00:00Z,1
mechdef_atlas_AS7-D,8,,8,,8,,73,,0
mechdef_longbow_LGB-10C,0,,0,,0,3061-01-01T00:00:00Z,12,,11
mechdef_atlas_AS7-S,0,,0,,0,3059-01-01T00:00:00Z,1,,0
mechdef_emperor_EMP-6A,0,,0,,0,3056-01-01T00:00:00Z,21,,23
mechdef_cyclops_CP-11-G,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_cerberus_MR-V2,0,,0,,0,3056-01-01T00:00:00Z,19,,15
mechdef_battlemaster_BLR-4S,0,,0,,0,,0,3062-01-01T00:00:00Z,2
mechdef_victor_VTR-11D,0,,0,,0,,0,3065-01-01T00:00:00Z,1
mechdef_stalker_STK-3Fb,0,,0,,0,,0,3067-01-01T00:00:00Z,3
mechdef_stalker_STK-6M,0,,0,,0,,0,3062-01-01T00:00:00Z,4
mechdef_atlas_AS7-CM,0,,0,,0,3059-01-01T00:00:00Z,1,,0
mechdef_grandtitan_T-IT-N11M,0,,0,,0,3060-01-01T00:00:00Z,1,,2
mechdef_banshee_BNC-5S,0,,0,,0,3056-01-01T00:00:00Z,4,,2
mechdef_cerberus_MR-V3,0,,0,,0,,0,3062-01-01T00:00:00Z,8
mechdef_charger_CGR-SA5,0,,0,,0,,0,3063-01-01T00:00:00Z,1
mechdef_atlas_AS7-K-DC,0,,0,,0,3060-01-01T00:00:00Z,2,,0
mechdef_atlas_AS7-C,0,,0,,0,3059-01-01T00:00:00Z,1,,0
mechdef_atlas_AS7-K,0,,0,,0,3059-01-01T00:00:00Z,1,,0
mechdef_kingcrab_KGC-001,0,,0,,0,3060-01-01T00:00:00Z,6,,5
mechdef_gunslinger_GUN-1ERD,0,,0,,0,3056-01-01T00:00:00Z,41,,32
