KuritaAVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_ZEPHYR,0,,0,3049-01-01T00:00:00Z,132,,72,,67
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,3,,3,,5,,0
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,14,,14,,14,,0
vehicledef_CONDOR_LASER,0,,0,,0,3061-01-01T00:00:00Z,16,,38
vehicledef_SABAKUKAZE,17,,17,,12,,9,,0
Heavies,,,,,,,,,
vehicledef_RECOVERY_HeavyMech,5,,4,,4,,16,,6
vehicledef_TONBO,0,,0,,0,3059-01-01T00:00:00Z,35,,57
vehicledef_DRONECARRIER,0,3028-01-01T00:00:00Z,2,,2,,8,,3
vehicledef_CARRIER_AC2,8,,6,,6,,14,,4
vehicledef_CARRIER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,7
vehicledef_BULLDOG_AC2,5,,4,,4,,15,,1
vehicledef_CARRIER_LASER,11,,8,,8,,16,,0
vehicledef_THUMPER,19,,11,,8,,15,,6
vehicledef_BULLDOG,11,,8,,8,,15,,1
vehicledef_PIKE,8,,6,,6,,16,,0
vehicledef_TOKUGAWA_TKG-151,0,3028-01-01T00:00:00Z,9,,10,,20,,1
vehicledef_MARKSMAN,2,,0,,0,,0,,0
vehicledef_TOKUGAWA_TKG-150,2,,3,,4,,2,,1
vehicledef_BULLDOG_LRM,5,,4,,4,,15,,1
vehicledef_CARRIER_MRM,0,,0,,0,,0,3063-01-01T00:00:00Z,21
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3055-01-01T00:00:00Z,55,,9
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,194,,30
vehicledef_CARRIER_SRM,22,,16,,16,,32,,9
vehicledef_CARRIER_LRM,22,,16,,16,,28,,8
vehicledef_TOKUGAWA_C3,0,,0,,0,3061-01-01T00:00:00Z,24,,6
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,4
vehicledef_TOKUGAWA,0,,0,,0,3053-01-01T00:00:00Z,136,,18
vehicledef_ZHUKOV,0,,0,,0,3055-01-01T00:00:00Z,11,,6
vehicledef_TOKUGAWA_STREAK,0,,0,,0,,0,3063-01-01T00:00:00Z,5
vehicledef_TOKUGAWA_MRM,0,,0,,0,,0,3062-01-01T00:00:00Z,3
vehicledef_MANTICORE_C3M,0,,0,,0,,0,3063-01-01T00:00:00Z,20
vehicledef_BRUTUS_PPCv2,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_MANTICORE,44,,32,,32,,27,,3
vehicledef_MANTICORE_C3S,0,,0,,0,,0,3063-01-01T00:00:00Z,56
vehicledef_VONLUCKNER_VNL-K70,1,,1,,1,,1,,1
vehicledef_VONLUCKNER_VNL-K65N,7,,5,,5,,3,,1
vehicledef_BRUTUS,0,,0,3049-01-01T00:00:00Z,2,,8,,3
vehicledef_BRUTUS_PPC,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_BRUTUS_LRM,0,,0,3049-01-01T00:00:00Z,1,,4,,1
vehicledef_VONLUCKNER_VNL-K75N,0,,0,,0,,0,3062-01-01T00:00:00Z,8
vehicledef_ISHTAR,0,,0,,0,3058-01-01T00:00:00Z,68,,25
vehicledef_SHODEN,0,,0,,0,,0,3064-01-01T00:00:00Z,28
Assaults,,,,,,,,,
vehicledef_KOI,0,,0,,0,3056-01-01T00:00:00Z,8,,2
vehicledef_PARTISAN_AC2,5,,2,,2,,6,,0
vehicledef_PARTISAN,27,,14,,10,,35,,0
vehicledef_SCHREK_AC,6,,3,,2,,11,,3
vehicledef_SCHREK_MG,1,,1,,1,,3,,1
vehicledef_DEMOLISHER_MG,8,,4,,2,,5,,1
vehicledef_PARTISAN_AD,0,,0,,0,3058-01-01T00:00:00Z,124,,47
vehicledef_SCHREK,6,,6,,6,,29,,6
vehicledef_ONTOS,0,,0,3049-01-01T00:00:00Z,3,,9,,2
vehicledef_DEMOLISHER,43,,22,,13,,24,,7
vehicledef_PARTISAN_LRM,5,,2,,2,,6,,0
vehicledef_DEVASTATOR,17,,9,,6,,22,,0
vehicledef_SCHILTRON-C,0,,0,,0,3060-01-01T00:00:00Z,8,,4
vehicledef_BEHEMOTH_FLAMER,4,,2,,2,,4,,1
vehicledef_BEHEMOTH,54,,27,,19,,49,,6
vehicledef_DEMOLISHER_MRM,0,,0,,0,3060-01-01T00:00:00Z,15,,11
vehicledef_ONTOS_3053,0,,0,,0,3053-01-01T00:00:00Z,50,,15
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,5
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,7
vehicledef_MORRIGU_LASER,0,,0,,0,,0,3067-01-01T00:00:00Z,8
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3062-01-01T00:00:00Z,28
vehicledef_BEHEMOTH_ARMOR,7,,3,,2,,6,,1
vehicledef_RHINO_FLAMER,11,,5,,4,,14,,4
vehicledef_SCHILTRON-B,0,,0,,0,3060-01-01T00:00:00Z,12,,5
vehicledef_RHINO_MG,11,,5,,4,,14,,4
vehicledef_SCHILTRON-A,0,,0,,0,3060-01-01T00:00:00Z,12,,5
vehicledef_RHINO,21,,11,,8,,27,,8
vehicledef_RHINO_SL,5,,3,,2,,7,,2
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,110,,30
vehicledef_SCHILTRON-D,0,,0,,0,,0,3063-01-01T00:00:00Z,3
vehicledef_MORRIGU,0,,0,,0,,0,3067-01-01T00:00:00Z,43
vehicledef_CHALLENGER_MBT-X,0,,0,,0,3057-01-01T00:00:00Z,48,,13
vehicledef_CHALLENGER_MBT-XI,0,,0,,0,,0,3062-01-01T00:00:00Z,7
vehicledef_ALACORN_MK-VI,0,,0,,0,3055-01-01T00:00:00Z,62,,17
vehicledef_CHALLENGER_MBT-XII,0,,0,,0,,0,3065-01-01T00:00:00Z,5
