HyadesRimVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_CARRIER_LIGHTSRM,0,,0,,0,3058-01-01T00:00:00Z,31,,50
vehicledef_GLADIUS,0,,0,,0,,0,3067-01-01T00:00:00Z,9
vehicledef_HETZER_SRM,2,,2,,1,,1,,1
vehicledef_CONDOR,7,,7,,8,,11,,7
vehicledef_HETZER_LRM,2,,2,,1,,1,,1
vehicledef_FALCON,4,,4,,5,,6,,7
vehicledef_APC_Maxim_SRM4,1,,1,,1,,2,,2
vehicledef_APC_Maxim_SRM2,1,,1,,1,,2,,2
vehicledef_APC_Maxim,7,,7,,8,,7,,2
vehicledef_PROWLER_SUPPORT,1,,1,,1,,1,,1
vehicledef_MYRMIDON,0,,0,,0,3061-01-01T00:00:00Z,2,,9
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,1,,2,,3,,3
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,5,,7,,9,,3
vehicledef_FULCRUM,0,,0,,0,3058-01-01T00:00:00Z,8,,9
Heavies,,,,,,,,,
vehicledef_RECOVERY_HeavyMech,7,,4,,4,,4,,4
vehicledef_CARRIER_AC2,7,,4,,4,,3,,3
vehicledef_CARRIER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,1
vehicledef_BULLDOG_AC2,5,,3,,2,,1,,1
vehicledef_CARRIER_LASER,5,,3,,3,,3,,3
vehicledef_THUMPER,16,,16,,11,,4,,4
vehicledef_BULLDOG,10,,6,,4,,3,,1
vehicledef_PIKE,7,,4,,4,,3,,1
vehicledef_PO,0,,0,3049-01-01T00:00:00Z,2,,2,,2
vehicledef_BULLDOG_LRM,5,,3,,2,,1,,1
vehicledef_CARRIER_MRM,0,,0,,0,,0,3063-01-01T00:00:00Z,4
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3055-01-01T00:00:00Z,2,,3
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,6,,7
vehicledef_CARRIER_SRM,28,,16,,16,,8,,8
vehicledef_CARRIER_LRM,28,,16,,16,,13,,10
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3066-01-01T00:00:00Z,1
vehicledef_ZHUKOV,0,3030-01-01T00:00:00Z,3,,3,,3,,3
vehicledef_MANTICORE,40,,23,,23,,23,,16
vehicledef_BRUTUS,2,,3,,3,,3,,3
vehicledef_BRUTUS_PPC,1,,1,,1,,1,,1
vehicledef_BRUTUS_LRM,1,,2,,2,,2,,2
Assaults,,,,,,,,,
vehicledef_DROMEDARY,1,,1,,5,,3,,3
vehicledef_PARTISAN_AC2,2,,2,,8,,3,,1
vehicledef_PARTISAN,9,,9,,46,,16,,6
vehicledef_SCHREK_AC,1,,1,,7,,4,,3
vehicledef_DEMOLISHER_MG,2,,3,,13,,7,,7
vehicledef_PARTISAN_AD,0,,0,,0,,0,3067-01-01T00:00:00Z,4
vehicledef_SCHREK,0,3039-01-01T00:00:00Z,2,,14,,10,,10
vehicledef_CARRIER_HEAVYLRM,0,,0,,0,3058-01-01T00:00:00Z,14,,14
vehicledef_DEMOLISHER,11,,15,,73,,34,,34
vehicledef_PARTISAN_LRM,2,,2,,8,,3,,1
vehicledef_DEVASTATOR,2,,4,,20,,7,,4
vehicledef_BEHEMOTH_FLAMER,0,,0,3049-01-01T00:00:00Z,1,,1,,1
vehicledef_BEHEMOTH,0,,0,3049-01-01T00:00:00Z,6,,6,,6
vehicledef_RHINO_FLAMER,4,,4,,18,,9,,9
vehicledef_RHINO_MG,4,,4,,18,,9,,9
vehicledef_RHINO,7,,7,,36,,18,,18
vehicledef_RHINO_SL,2,,2,,9,,4,,4
