MagistracyOfCanopusAVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,3059-01-01T00:00:00Z,5,,5
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,12,,28,,12,,7,,2
vehicledef_VEDETTE,34,,80,,34,,13,,4
vehicledef_HETZER_LASER,2,,4,,2,,1,,2
vehicledef_HETZER_AC10,1,,3,,1,,1,,1
vehicledef_HETZER_SCOUT,1,,2,,1,,1,,1
vehicledef_GOBLIN,3,,6,,3,,1,,0
vehicledef_HETZER,10,,24,,10,,8,,3
vehicledef_CARRIER_LIGHTSRM,0,,0,,0,3058-01-01T00:00:00Z,10,,20
vehicledef_GLADIUS,0,,0,,0,,0,3067-01-01T00:00:00Z,5
vehicledef_VEDETTE_ULTRA,0,,0,,0,3055-01-01T00:00:00Z,21,,38
vehicledef_HETZER_SRM,2,,4,,2,,1,,2
vehicledef_CONDOR,4,,9,,4,,2,,1
vehicledef_HETZER_LRM,2,,4,,2,,1,,2
vehicledef_FALCON,2,,5,,2,,2,,3
vehicledef_APC_Maxim_SRM4,1,,1,,1,,1,,1
vehicledef_APC_Maxim_SRM2,1,,1,,1,,1,,1
vehicledef_APC_Maxim,4,,9,,4,,2,,1
vehicledef_HETZER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,4
vehicledef_CHAPARRAL_MG,0,,0,,0,,0,3062-01-01T00:00:00Z,1
vehicledef_CHAPARRAL,0,,0,,0,3060-01-01T00:00:00Z,1,,2
vehicledef_MYRMIDON,0,,0,,0,3061-01-01T00:00:00Z,1,,4
vehicledef_CHAPARRAL_SRM,0,,0,,0,3060-01-01T00:00:00Z,1,,1
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,2,,1,,1,,0
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,7,,3,,3,,0
vehicledef_REGULATOR_ARROWIV,0,,0,,0,,0,3064-01-01T00:00:00Z,4
vehicledef_FULCRUM,0,,0,,0,3058-01-01T00:00:00Z,3,,5
vehicledef_REGULATOR,0,,0,,0,3057-01-01T00:00:00Z,9,,14
Heavies,,,,,,,,,
vehicledef_RECOVERY_HeavyMech,7,,8,,4,,3,,6
vehicledef_CARRIER_AC2,5,,6,,3,,1,,2
vehicledef_CARRIER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,6
vehicledef_BULLDOG_AC2,7,,8,,4,,2,,1
vehicledef_CARRIER_LASER,7,,8,,4,,3,,6
vehicledef_THUMPER,28,,27,,11,,3,,6
vehicledef_BULLDOG,14,,16,,8,,4,,1
vehicledef_PIKE,16,,18,,9,,5,,8
vehicledef_MARKSMAN,2,,0,,0,,0,,0
vehicledef_PIKE_AC5,2,,2,,1,,1,,1
vehicledef_PO,0,,0,3049-01-01T00:00:00Z,3,,4,,8
vehicledef_BULLDOG_LRM,7,,8,,4,,2,,1
vehicledef_CARRIER_MRM,0,,0,,0,,0,3063-01-01T00:00:00Z,18
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3055-01-01T00:00:00Z,7,,13
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,25,,45
vehicledef_CARRIER_SRM,28,,32,,16,,6,,11
vehicledef_CARRIER_LRM,28,,32,,16,,7,,10
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,6
vehicledef_ZHUKOV,0,3030-01-01T00:00:00Z,6,,3,,2,,4
vehicledef_PIKE_MISSILE,2,,2,,1,,1,,1
vehicledef_PIKE_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,6
vehicledef_MANTICORE,28,,32,,16,,11,,16
vehicledef_BRUTUS,2,,6,,3,,2,,5
vehicledef_BRUTUS_PPC,1,,2,,1,,1,,1
vehicledef_BRUTUS_LRM,1,,3,,2,,1,,2
Assaults,,,,,,,,,
vehicledef_DROMEDARY,1,,4,,5,,3,,3
vehicledef_PARTISAN_AC2,2,,7,,8,,3,,1
vehicledef_PARTISAN,12,,38,,46,,16,,3
vehicledef_SCHREK_AC,2,,6,,7,,4,,3
vehicledef_DEMOLISHER_MG,3,,11,,13,,5,,4
vehicledef_PARTISAN_AD,0,,0,,0,,0,3067-01-01T00:00:00Z,18
vehicledef_SCHREK,1,,8,,14,,10,,7
vehicledef_ONTOS,0,,0,,0,3058-01-01T00:00:00Z,1,,3
vehicledef_CARRIER_HEAVYLRM,0,,0,,0,3058-01-01T00:00:00Z,20,,20
vehicledef_DEMOLISHER,19,,60,,73,,25,,20
vehicledef_PARTISAN_LRM,2,,7,,8,,3,,1
vehicledef_DEVASTATOR,4,,17,,20,,7,,0
vehicledef_BEHEMOTH_FLAMER,0,,0,3049-01-01T00:00:00Z,1,,1,,1
vehicledef_BEHEMOTH,0,,0,3049-01-01T00:00:00Z,6,,6,,6
vehicledef_ONTOS_3053,0,,0,,0,3058-01-01T00:00:00Z,69,,28
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,10
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,30
vehicledef_RHINO_FLAMER,2,,7,,9,,3,,3
vehicledef_RHINO_MG,2,,7,,9,,3,,3
vehicledef_RHINO,5,,15,,18,,6,,6
vehicledef_RHINO_SL,1,,4,,4,,2,,2
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,,0,3067-01-01T00:00:00Z,42
