SteinerAVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_HARASSER_Mini-Peggy,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_HARASSER_FLAMER,0,,0,3049-01-01T00:00:00Z,1,,3,,1
vehicledef_SCORPION_SRM,14,,6,,6,,11,,11
vehicledef_SCORPION_MRM,0,,0,,0,3060-01-01T00:00:00Z,5,,12
vehicledef_HARASSER,0,,0,3049-01-01T00:00:00Z,7,,22,,1
vehicledef_WARRIOR_H-8,0,,0,,0,3055-01-01T00:00:00Z,109,,75
vehicledef_SCORPION_LRM,7,,3,,3,,5,,5
vehicledef_CENTIPEDE_SRM,0,,0,,0,,0,3062-01-01T00:00:00Z,6
vehicledef_RIPPER_ERML,0,,0,,0,3058-01-01T00:00:00Z,9,,6
vehicledef_JEdgar_ICE,2,,1,,1,,2,,0
vehicledef_MANTIS,0,,0,,0,3061-01-01T00:00:00Z,11,,25
vehicledef_WARRIOR_H-7C,7,,4,,6,,12,,6
vehicledef_MINION,0,,0,,0,,0,3064-01-01T00:00:00Z,44
vehicledef_JEdgar_Flamer,2,,1,,1,,2,,0
vehicledef_JEdgar_MG,2,,1,,1,,2,,0
vehicledef_CAVALRY_LRM,0,,0,,0,3055-01-01T00:00:00Z,4,,3
vehicledef_HAWKMOTH,0,,0,,0,3061-01-01T00:00:00Z,4,,23
vehicledef_CAVALRY_TAG,0,,0,,0,3059-01-01T00:00:00Z,5,,3
vehicledef_KARNOV_BA,0,,0,,0,,0,3063-01-01T00:00:00Z,7
vehicledef_HAWKMOTH_ARMOR,0,,0,,0,3061-01-01T00:00:00Z,2,,12
vehicledef_CAVALRY,0,,0,,0,3054-01-01T00:00:00Z,8,,7
vehicledef_CAVALRY_SRM,0,,0,,0,3055-01-01T00:00:00Z,3,,2
vehicledef_SCIMITAR,18,,14,,22,,35,,2
vehicledef_JEdgar,8,,4,,6,,8,,0
vehicledef_JEdgar_TAG,0,,0,,0,3053-01-01T00:00:00Z,20,,0
vehicledef_STRIKER,5,,4,,6,,11,,2
vehicledef_PEGASUS_SENSORS,5,,1,,1,,3,,2
vehicledef_PLAINSMAN_SCOUT,0,,0,,0,,0,3067-01-01T00:00:00Z,4
vehicledef_STRIKER_SRM,1,,2,,3,,6,,1
vehicledef_SALADIN_ARMOR,4,,3,,4,,5,,2
vehicledef_SALADIN,16,,14,,22,,40,,8
vehicledef_HUNTER_LRM15,5,,3,,3,,8,,3
vehicledef_PLAINSMAN,0,3039-01-01T00:00:00Z,2,,3,,10,,6
vehicledef_STRIKER_LRM,1,,2,,3,,6,,1
vehicledef_HUNTER_LPL,0,,0,,0,3061-01-01T00:00:00Z,12,,15
vehicledef_YELLOWJACKET_ARROWIV,0,,0,,0,,0,3067-01-01T00:00:00Z,3
vehicledef_CAVALRY_INFANTRY,0,,0,,0,,0,3063-01-01T00:00:00Z,2
vehicledef_STRIKER_Narc,0,,0,,0,3055-01-01T00:00:00Z,5,,3
vehicledef_PEGASUS,37,,10,,11,,17,,13
vehicledef_HUNTER_3054,0,,0,,0,3054-01-01T00:00:00Z,98,,83
vehicledef_HUNTER_LRM10,5,,3,,3,,8,,3
vehicledef_HUNTER,30,,16,,17,,30,,6
vehicledef_GALLEON_GAL-102,0,,0,3049-01-01T00:00:00Z,100,,47,,40
vehicledef_HUNTER_ERLL,0,,0,,0,3059-01-01T00:00:00Z,24,,21
vehicledef_HUNTER_ASSAULT,0,,0,,0,,0,3064-01-01T00:00:00Z,10
vehicledef_SARACEN,5,,3,,4,,10,,2
vehicledef_HUNTER_AMMO,4,,2,,2,,5,,3
vehicledef_PEGASUS_MISSILE,3,,1,,1,,2,,2
vehicledef_STRIKER_3053,0,,0,,0,3055-01-01T00:00:00Z,18,,12
vehicledef_STRIKER_AMMO,0,,0,,0,3055-01-01T00:00:00Z,5,,3
vehicledef_SCIMITAR_MISSILE,2,,2,,3,,4,,1
vehicledef_PEGASUS_3058,0,,0,,0,3058-01-01T00:00:00Z,20,,21
vehicledef_SALADIN_LBX,0,,0,,0,3061-01-01T00:00:00Z,11,,26
vehicledef_STRIKER_3061,0,,0,,0,3061-01-01T00:00:00Z,6,,6
vehicledef_YELLOWJACKET,0,,0,,0,3058-01-01T00:00:00Z,71,,51
vehicledef_YELLOWJACKET_RAC,0,,0,,0,,0,3066-01-01T00:00:00Z,9
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,3058-01-01T00:00:00Z,9,,6
vehicledef_SALADIN_ULTRA,0,,0,,0,,0,3064-01-01T00:00:00Z,18
vehicledef_STRIKER_LASER,0,,0,,0,,0,3062-01-01T00:00:00Z,4
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,31,,15,,15,,134,,10
vehicledef_VEDETTE,87,,44,,44,,268,,14
vehicledef_VEDETTE_NETC,0,,0,,0,3056-01-01T00:00:00Z,164,,23
vehicledef_GOBLIN,4,,4,,4,,23,,0
vehicledef_STURMVOGEL_GUNSHIP,0,,0,,0,,0,3065-01-01T00:00:00Z,2
vehicledef_CONDOR,36,,18,,18,,74,,2
vehicledef_GOBLIN_LRM,1,,1,,1,,3,,0
vehicledef_FALCON,6,,3,,3,,23,,6
vehicledef_APC_Maxim_SRM4,3,,1,,1,,6,,1
vehicledef_VEDETTE_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,8
vehicledef_APC_Maxim_3052AP,0,,0,,0,3055-01-01T00:00:00Z,10,,1
vehicledef_CONDOR_FLAMER,4,,2,,2,,13,,3
vehicledef_APC_Maxim_SRM2,3,,1,,1,,6,,1
vehicledef_APC_Maxim,20,,10,,7,,23,,1
vehicledef_APC_Maxim_I,0,,0,,0,3060-01-01T00:00:00Z,22,,12
vehicledef_GOBLIN_IS,0,,0,,0,3053-01-01T00:00:00Z,32,,4
vehicledef_APC_Maxim_3052U,0,,0,,0,3052-01-01T00:00:00Z,10,,1
vehicledef_APC_Maxim_BA,0,,0,,0,3055-01-01T00:00:00Z,20,,2
vehicledef_CHAPARRAL_MG,0,,0,,0,,0,3062-01-01T00:00:00Z,1
vehicledef_GLAIVE,0,,0,,0,,0,3067-01-01T00:00:00Z,8
vehicledef_CHAPARRAL,0,,0,3049-01-01T00:00:00Z,31,,44,,4
vehicledef_MYRMIDON,0,,0,,0,3060-01-01T00:00:00Z,18,,22
vehicledef_APC_Maxim_BAv2,0,,0,,0,3058-01-01T00:00:00Z,10,,1
vehicledef_CHAPARRAL_SRM,0,,0,,0,3060-01-01T00:00:00Z,11,,1
vehicledef_APC_Maxim_3052FS,0,,0,,0,3053-01-01T00:00:00Z,20,,2
vehicledef_DRILLSON_STREAK,0,,0,,0,3053-01-01T00:00:00Z,147,,25
vehicledef_DRILLSON_SRM,0,3028-01-01T00:00:00Z,4,,3,,21,,5
vehicledef_DRILLSON,0,3028-01-01T00:00:00Z,15,,11,,60,,3
vehicledef_DRILLSON_ERLL,0,,0,3045-01-01T00:00:00Z,35,,18,,2
vehicledef_CONDOR_LASER,0,,0,,0,3061-01-01T00:00:00Z,45,,7
vehicledef_FULCRUM,0,,0,,0,3057-01-01T00:00:00Z,287,,40
vehicledef_FULCRUM_II,0,,0,,0,,0,3067-01-01T00:00:00Z,7
Heavies,,,,,,,,,
vehicledef_RECOVERY_HeavyMech,8,,4,,4,,52,,8
vehicledef_FULMAR_ORIGINAL,0,,0,,0,3056-01-01T00:00:00Z,13,,2
vehicledef_DRONECARRIER,0,3028-01-01T00:00:00Z,3,,3,,26,,4
vehicledef_CARRIER_AC2,11,,4,,4,,26,,4
vehicledef_CARRIER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,6
vehicledef_BULLDOG_AC2,4,,2,,2,,17,,0
vehicledef_CARRIER_LASER,16,,6,,6,,52,,0
vehicledef_THUMPER,32,,12,,9,,48,,7
vehicledef_BULLDOG,8,,4,,4,,17,,0
vehicledef_PIKE,11,,4,,4,,37,,0
vehicledef_MARKSMAN,3,,0,,0,,0,,0
vehicledef_BULLDOG_LRM,4,,2,,2,,17,,0
vehicledef_CARRIER_MRM,0,,0,,0,,0,3063-01-01T00:00:00Z,10
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3054-01-01T00:00:00Z,58,,7
vehicledef_CARRIER_LRM_3055,0,,0,,0,3055-01-01T00:00:00Z,226,,21
vehicledef_CARRIER_SRM,32,,17,,13,,81,,11
vehicledef_CARRIER_LRM,32,,17,,17,,56,,9
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,3
vehicledef_ROMMEL,0,3028-01-01T00:00:00Z,17,,14,,49,,6
vehicledef_MANTICORE_3055,0,,0,,0,3055-01-01T00:00:00Z,209,,19
vehicledef_MANTICORE_LBX,0,,0,,0,3060-01-01T00:00:00Z,58,,7
vehicledef_PATTON,0,3028-01-01T00:00:00Z,17,,17,,64,,2
vehicledef_BRUTUS_PPCv2,1,,1,,1,,9,,1
vehicledef_MANTICORE,64,,24,,24,,73,,1
vehicledef_VONLUCKNER_VNL-K100,0,3028-01-01T00:00:00Z,1,,1,,3,,0
vehicledef_TYPHOON_LBX,0,,0,,0,,0,3065-01-01T00:00:00Z,1
vehicledef_VONLUCKNER_VNL-K65N,11,,6,,6,,17,,1
vehicledef_PILUM_ARROWIV,0,,0,,0,3059-01-01T00:00:00Z,15,,1
vehicledef_TYPHOON,0,,0,,0,3057-01-01T00:00:00Z,35,,3
vehicledef_BRUTUS,2,,3,,3,,37,,6
vehicledef_PILUM,0,,0,,0,3057-01-01T00:00:00Z,59,,5
vehicledef_PATTON_ULTRA,0,,0,,0,,0,3062-01-01T00:00:00Z,22
vehicledef_ROMMEL_GAUSS,0,,0,,0,3054-01-01T00:00:00Z,140,,15
vehicledef_BRUTUS_PPC,1,,1,,1,,9,,1
vehicledef_BRUTUS_LRM,1,,2,,2,,18,,3
vehicledef_VONLUCKNER_VNL-K75N,0,,0,,0,,0,3062-01-01T00:00:00Z,3
vehicledef_TYPHOON_RAC,0,,0,,0,,0,3064-01-01T00:00:00Z,1
vehicledef_MANTEUFFEL-A,0,,0,,0,,0,3062-01-01T00:00:00Z,2
vehicledef_MANTEUFFEL-B,0,,0,,0,,0,3062-01-01T00:00:00Z,1
vehicledef_MANTEUFFEL-PRIME,0,,0,,0,,0,3062-01-01T00:00:00Z,3
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,5,,2,,2,,11,,1
vehicledef_PARTISAN,27,,14,,12,,64,,3
vehicledef_SCHREK_AC,4,,2,,2,,20,,4
vehicledef_SCHREK_MG,1,,1,,1,,7,,1
vehicledef_DEMOLISHER_MG,8,,4,,3,,10,,1
vehicledef_PARTISAN_AD,0,,0,,0,3058-01-01T00:00:00Z,181,,48
vehicledef_SCHREK,6,,6,,7,,75,,12
vehicledef_ONTOS,8,,8,,7,,28,,5
vehicledef_DEMOLISHER,43,,22,,16,,50,,6
vehicledef_PARTISAN_LRM,5,,2,,2,,11,,1
vehicledef_DEVASTATOR,8,,8,,8,,56,,0
vehicledef_BEHEMOTH_FLAMER,2,,1,,1,,5,,1
vehicledef_ONTOS_LRM,0,,0,3049-01-01T00:00:00Z,1,,10,,3
vehicledef_BEHEMOTH,19,,10,,9,,58,,9
vehicledef_ONTOS_3053,0,,0,,0,3053-01-01T00:00:00Z,128,,26
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,9
vehicledef_ONTOS_FUSION,0,,0,3049-01-01T00:00:00Z,1,,7,,2
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,4
vehicledef_MORRIGU_LASER,0,,0,,0,,0,3067-01-01T00:00:00Z,7
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3062-01-01T00:00:00Z,4
vehicledef_FORTUNE,0,,0,,0,,0,3067-01-01T00:00:00Z,4
vehicledef_STURMFEUR_SRM,0,3028-01-01T00:00:00Z,3,,2,,14,,4
vehicledef_STURMFEUR,8,,15,,14,,78,,13
vehicledef_BEHEMOTH_ARMOR,2,,1,,1,,7,,1
vehicledef_RHINO_FLAMER,11,,5,,5,,35,,6
vehicledef_RHINO_MG,11,,5,,5,,35,,6
vehicledef_RHINO,21,,11,,10,,71,,13
vehicledef_RHINO_SL,5,,3,,2,,18,,3
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,181,,18
vehicledef_DEMOLISHER_II,0,,0,,0,3059-01-01T00:00:00Z,91,,21
vehicledef_MORRIGU,0,,0,,0,,0,3067-01-01T00:00:00Z,38
vehicledef_CHALLENGER_MBT-X,0,,0,,0,3057-01-01T00:00:00Z,100,,9
vehicledef_STURMFEUR_HGAUSS,0,,0,,0,,0,3066-01-01T00:00:00Z,21
vehicledef_CHALLENGER_MBT-XI,0,,0,,0,,0,3062-01-01T00:00:00Z,5
vehicledef_ALACORN_MK-VI,0,,0,,0,3055-01-01T00:00:00Z,103,,27
vehicledef_CHALLENGER_MBT-XII,0,,0,,0,,0,3065-01-01T00:00:00Z,3
vehicledef_ALACORN_MK-VII,0,,0,,0,,0,3063-01-01T00:00:00Z,7
