SecurityForcesVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_SCHREK_MG,0,3039-01-01T00:00:00Z,2,,2,,2,,2
vehicledef_DEMOLISHER_MG,11,,11,,6,,5,,7
vehicledef_PARTISAN_AD,0,,0,,0,3059-01-01T00:00:00Z,3,,4
vehicledef_SCHREK,0,3039-01-01T00:00:00Z,21,,21,,28,,25
vehicledef_ONTOS,0,,0,3049-01-01T00:00:00Z,8,,4,,4
vehicledef_DEMOLISHER,57,,57,,34,,24,,31
vehicledef_PARTISAN_LRM,13,,13,,9,,4,,4
vehicledef_DEVASTATOR,22,,32,,22,,15,,15
vehicledef_BEHEMOTH_FLAMER,1,,1,,1,,1,,1
vehicledef_ONTOS_LRM,0,,0,3049-01-01T00:00:00Z,1,,1,,1
vehicledef_BEHEMOTH,6,,6,,18,,15,,14
vehicledef_ONTOS_3053,0,,0,,0,3056-01-01T00:00:00Z,2,,2
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,1
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3062-01-01T00:00:00Z,1
vehicledef_BEHEMOTH_ARMOR,1,,1,,2,,2,,2
vehicledef_RHINO_FLAMER,14,,14,,10,,7,,9
vehicledef_RHINO_MG,14,,14,,10,,7,,9
vehicledef_RHINO,28,,28,,20,,13,,19
vehicledef_RHINO_SL,7,,7,,5,,3,,5
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3056-01-01T00:00:00Z,2,,3
