LiaoAVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_MANTICORE,25,,34,,33,,181,,14
vehicledef_VONLUCKNER_VNL-K65N,2,,3,,3,,0,,0
vehicledef_PADILLA_LRM,0,,0,3049-01-01T00:00:00Z,66,,42,,2
vehicledef_BRUTUS,3,,4,,4,,23,,10
vehicledef_BRUTUS_PPC,1,,1,,1,,6,,2
vehicledef_BRUTUS_LRM,2,,2,,2,,11,,5
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,5,,5,,6,,21,,0
vehicledef_PARTISAN,27,,28,,36,,118,,0
vehicledef_SCHREK_AC,6,,6,,8,,37,,9
vehicledef_SCHREK_MG,1,,1,,2,,9,,1
vehicledef_DEMOLISHER_MG,8,,8,,9,,18,,5
vehicledef_PARTISAN_AD,0,,0,,0,3059-01-01T00:00:00Z,119,,15
vehicledef_SCHREK,6,,11,,21,,98,,15
vehicledef_ONTOS,43,,31,,30,,50,,9
vehicledef_CARRIER_HEAVYLRM,0,,0,,0,3060-01-01T00:00:00Z,52,,26
vehicledef_DEMOLISHER,43,,43,,49,,89,,21
vehicledef_PARTISAN_LRM,5,,5,,6,,21,,0
vehicledef_DEVASTATOR,17,,17,,22,,74,,0
vehicledef_BEHEMOTH_FLAMER,2,,2,,3,,8,,1
vehicledef_ONTOS_LRM,8,,5,,5,,18,,4
vehicledef_BEHEMOTH,27,,28,,36,,107,,17
vehicledef_ONTOS_3053,0,,0,,0,3053-01-01T00:00:00Z,164,,10
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,5
vehicledef_ONTOS_FUSION,0,,0,3049-01-01T00:00:00Z,4,,13,,3
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,5
vehicledef_MORRIGU_LASER,0,,0,,0,,0,3067-01-01T00:00:00Z,2
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3062-01-01T00:00:00Z,2
vehicledef_BEHEMOTH_ARMOR,3,,3,,4,,13,,2
vehicledef_RHINO_FLAMER,11,,11,,14,,46,,8
vehicledef_RHINO_MG,11,,11,,14,,46,,8
vehicledef_RHINO,21,,22,,28,,92,,16
vehicledef_RHINO_SL,5,,5,,7,,23,,4
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,232,,15
vehicledef_MORRIGU,0,,0,,0,,0,3067-01-01T00:00:00Z,12
vehicledef_ALACORN_MK-VI,0,,0,,0,3058-01-01T00:00:00Z,119,,8
