ComStarVehicles,,,,,,,,,,,
,,,,,,,,,,,
vehicledef_HETZER_SCOUT,1,,1,,1,,1,,1,,1
vehicledef_VEDETTE_NETC,0,,0,,0,3056-01-01T00:00:00Z,9,,25,,22
vehicledef_GOBLIN,0,,0,3049-01-01T00:00:00Z,4,,5,,5,,5
vehicledef_HETZER,6,,6,,6,,6,,6,,4
vehicledef_THOR,44,,40,,22,,36,,66,,35
vehicledef_HETZER_SRM,1,,1,,1,,1,,1,,1
vehicledef_CONDOR,9,,9,,10,,13,,15,,5
vehicledef_GOBLIN_LRM,0,,0,3049-01-01T00:00:00Z,1,,1,,1,,1
vehicledef_HETZER_LRM,1,,1,,1,,1,,1,,1
vehicledef_APC_Turhan,0,3039-01-01T00:00:00Z,97,,53,,61,,77,,64
vehicledef_FALCON,5,,5,,6,,7,,10,,10
vehicledef_APC_Maxim_SRM4,1,,1,,1,,1,,1,,1
vehicledef_VEDETTE_RAC,0,,0,,0,,0,,0,3067-01-01T00:00:00Z,8
vehicledef_APC_Maxim_3052AP,0,,0,,0,3055-01-01T00:00:00Z,5,,6,,3
vehicledef_KANGA,46,,38,,21,,34,,0,,0
vehicledef_APC_Maxim_SRM2,1,,1,,1,,1,,1,,1
vehicledef_APC_Maxim,9,,9,,9,,7,,5,,2
vehicledef_APC_Maxim_I,0,,0,,0,,0,3060-01-01T00:00:00Z,26,,91
vehicledef_GOBLIN_IS,0,,0,,0,3055-01-01T00:00:00Z,30,,77,,91
vehicledef_APC_Maxim_3052U,0,,0,,0,3055-01-01T00:00:00Z,5,,6,,2
vehicledef_APC_Maxim_BA,0,,0,,0,3055-01-01T00:00:00Z,5,,13,,7
vehicledef_PROWLER_SUPPORT,1,,1,,1,,1,,1,,1
vehicledef_CHAPARRAL_MG,0,,0,,0,,0,,0,3062-01-01T00:00:00Z,13
vehicledef_CHAPARRAL,89,,79,,43,,72,,62,,53
vehicledef_APC_Maxim_BA_Field,0,,0,,0,,0,3058-01-01T00:00:00Z,6,,3
vehicledef_CHAPARRAL_SRM,0,,0,,0,,0,3060-01-01T00:00:00Z,16,,13
vehicledef_APC_Maxim_3052FS,0,,0,,0,3053-01-01T00:00:00Z,5,,6,,3
vehicledef_ZEPHYR,369,,307,,167,,273,,347,,289
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,2,,2,,3,,5,,7
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,7,,8,,9,,14,,10
vehicledef_CONDOR_LASER,0,,0,,0,,0,3061-01-01T00:00:00Z,13,,29
Heavies,,,,,,,,,,,
vehicledef_RECOVERY_HeavyMech,1,,1,,4,,4,,4,,4
vehicledef_DRONECARRIER,0,3028-01-01T00:00:00Z,1,,2,,2,,2,,2
vehicledef_CARRIER_AC2,1,,1,,3,,3,,1,,1
vehicledef_CARRIER_LBX,0,,0,,0,,0,,0,3063-01-01T00:00:00Z,21
vehicledef_BULLDOG_AC2,1,,1,,2,,2,,1,,1
vehicledef_CARRIER_LASER,1,,1,,4,,4,,3,,3
vehicledef_THUMPER,6,,4,,8,,6,,4,,4
vehicledef_BULLDOG,2,,2,,4,,4,,3,,1
vehicledef_PIKE,2,,2,,6,,6,,4,,3
vehicledef_MARKSMAN,4,,0,,0,,0,,0,,0
vehicledef_BULLDOG_LRM,1,,1,,2,,2,,1,,1
vehicledef_CARRIER_MRM,0,,0,,0,,0,,0,3063-01-01T00:00:00Z,62
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3055-01-01T00:00:00Z,30,,19,,20
vehicledef_CARRIER_LRM_3055,0,,0,,0,,0,3058-01-01T00:00:00Z,117,,133
vehicledef_MAGI,15,,16,,51,,76,,59,,62
vehicledef_BURKE,31,,32,,103,,151,,117,,52
vehicledef_CARRIER_SRM,6,,5,,16,,9,,7,,7
vehicledef_CARRIER_LRM,6,,5,,16,,16,,6,,4
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,,0,3065-01-01T00:00:00Z,28
vehicledef_ZHUKOV,0,,0,,0,3055-01-01T00:00:00Z,4,,4,,4
vehicledef_BRUTUS_PPCv2,0,,0,3049-01-01T00:00:00Z,1,,1,,1,,1
vehicledef_MANTICORE,8,,8,,23,,23,,23,,11
vehicledef_DEMON,35,,37,,116,,171,,133,,127
vehicledef_VONLUCKNER_VNL-K65N,1,,3,,8,,8,,8,,8
vehicledef_BRUTUS,0,,0,3049-01-01T00:00:00Z,2,,2,,2,,2
vehicledef_PADILLA,3,,3,,8,,5,,4,,4
vehicledef_BRUTUS_PPC,0,,0,3049-01-01T00:00:00Z,1,,1,,1,,1
vehicledef_BRUTUS_LRM,0,,0,3049-01-01T00:00:00Z,1,,1,,1,,1
vehicledef_DEMON_ROYAL,9,,9,,29,,43,,33,,32
Assaults,,,,,,,,,,,
vehicledef_PARTISAN_AC2,3,,3,,1,,2,,2,,3
vehicledef_PARTISAN,18,,18,,6,,13,,14,,15
vehicledef_SCHREK_AC,4,,4,,4,,4,,6,,7
vehicledef_SCHREK_MG,1,,1,,1,,1,,1,,1
vehicledef_DEMOLISHER_MG,1,,1,,1,,1,,1,,2
vehicledef_PARTISAN_AD,0,,0,,0,,0,3058-01-01T00:00:00Z,171,,288
vehicledef_SCHREK,7,,7,,7,,7,,12,,16
vehicledef_ONTOS,0,,0,3049-01-01T00:00:00Z,3,,3,,2,,3
vehicledef_DEMOLISHER,7,,7,,7,,7,,5,,8
vehicledef_PARTISAN_LRM,3,,3,,1,,2,,2,,3
vehicledef_DEVASTATOR,6,,6,,6,,4,,6,,7
vehicledef_BEHEMOTH_FLAMER,1,,1,,1,,1,,1,,1
vehicledef_BEHEMOTH,6,,6,,6,,6,,6,,6
vehicledef_ONTOS_3053,0,,0,,0,3053-01-01T00:00:00Z,44,,69,,89
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,,0,3065-01-01T00:00:00Z,31
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,,0,3062-01-01T00:00:00Z,36
vehicledef_FURY_CX-17,0,,0,,0,3052-01-01T00:00:00Z,104,,171,,204
vehicledef_MORRIGU_LASER,0,,0,,0,,0,,0,3067-01-01T00:00:00Z,10
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,,0,3062-01-01T00:00:00Z,17
vehicledef_PUMA_PAT-005,22,,22,,22,,22,,35,,19
vehicledef_BEHEMOTH_ARMOR,1,,1,,1,,1,,1,,1
vehicledef_RHINO_FLAMER,7,,7,,7,,5,,5,,8
vehicledef_RHINO_MG,7,,7,,7,,5,,5,,8
vehicledef_RHINO,14,,14,,14,,10,,11,,17
vehicledef_RHINO_SL,4,,4,,4,,2,,3,,4
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,69,,121,,149
vehicledef_MORRIGU,0,,0,,0,,0,,0,3067-01-01T00:00:00Z,57
vehicledef_AJAX-B,0,,0,,0,,0,,0,3065-01-01T00:00:00Z,13
vehicledef_AJAX-PRIME,0,,0,,0,,0,,0,3065-01-01T00:00:00Z,51
vehicledef_ALACORN_MK-VI,337,,337,,317,,294,,273,,326
vehicledef_AJAX-A,0,,0,,0,,0,,0,3065-01-01T00:00:00Z,25
vehicledef_ALACORN_MK-VII,0,,0,,0,,0,,0,3063-01-01T00:00:00Z,82
