MarikAVehicles,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
vehicledef_HARASSER_Mini-Peggy,0,3028-01-01T00:00:00Z,2,,2,,2,,1
vehicledef_HARASSER_FLAMER,3,,2,,2,,3,,1
vehicledef_SCORPION_SRM,11,,9,,7,,7,,11
vehicledef_SCORPION_MRM,0,,0,,0,3060-01-01T00:00:00Z,10,,29
vehicledef_HARASSER_LRM,8,,6,,6,,8,,4
vehicledef_HARASSER,22,,17,,18,,22,,1
vehicledef_SCORPION_LRM,6,,5,,4,,3,,5
vehicledef_JEdgar_ICE,1,,1,,1,,1,,0
vehicledef_MANTIS,0,,0,,0,3061-01-01T00:00:00Z,23,,83
vehicledef_WARRIOR_H-7C,2,,2,,2,,3,,2
vehicledef_JEdgar_Flamer,1,,1,,1,,1,,0
vehicledef_MAINGAUCHE,0,,0,,0,,0,3064-01-01T00:00:00Z,222
vehicledef_MAINGAUCHE_C3,0,,0,,0,,0,3066-01-01T00:00:00Z,56
vehicledef_JEdgar_MG,1,,1,,1,,1,,0
vehicledef_CAVALRY_LRM,0,,0,,0,3055-01-01T00:00:00Z,2,,2
vehicledef_HAWKMOTH,0,,0,,0,3061-01-01T00:00:00Z,9,,56
vehicledef_CAVALRY_TAG,0,,0,,0,3059-01-01T00:00:00Z,7,,5
vehicledef_KARNOV_BA,0,,0,,0,,0,3063-01-01T00:00:00Z,23
vehicledef_HAWKMOTH_ARMOR,0,,0,,0,3061-01-01T00:00:00Z,5,,28
vehicledef_CAVALRY,0,,0,,0,3055-01-01T00:00:00Z,4,,5
vehicledef_CAVALRY_SRM,0,,0,,0,3055-01-01T00:00:00Z,1,,1
vehicledef_SCIMITAR,14,,11,,13,,15,,0
vehicledef_JEdgar,3,,3,,3,,2,,0
vehicledef_JEdgar_TAG,0,,0,,0,3053-01-01T00:00:00Z,15,,0
vehicledef_STRIKER,4,,2,,3,,4,,2
vehicledef_PEGASUS_SENSORS,4,,2,,1,,1,,2
vehicledef_PLAINSMAN_SCOUT,0,,0,,0,,0,3065-01-01T00:00:00Z,7
vehicledef_STRIKER_SRM,1,,1,,1,,2,,1
vehicledef_MAINGAUCHE_XL,0,,0,,0,,0,3066-01-01T00:00:00Z,56
vehicledef_SALADIN_ARMOR,5,,4,,4,,3,,2
vehicledef_SALADIN,18,,23,,25,,25,,8
vehicledef_HUNTER_LRM15,1,,1,,1,,3,,2
vehicledef_PLAINSMAN,0,3039-01-01T00:00:00Z,2,,3,,3,,4
vehicledef_STRIKER_LRM,1,,1,,1,,2,,1
vehicledef_YELLOWJACKET_ARROWIV,0,,0,,0,,0,3067-01-01T00:00:00Z,5
vehicledef_CAVALRY_INFANTRY,0,,0,,0,,0,3063-01-01T00:00:00Z,3
vehicledef_PEGASUS,29,,16,,9,,7,,9
vehicledef_HUNTER_LRM10,1,,1,,1,,3,,2
vehicledef_HUNTER,6,,7,,7,,12,,4
vehicledef_GALLEON_GAL-102,0,,0,3048-01-01T00:00:00Z,92,,194,,176
vehicledef_SARACEN,8,,9,,10,,12,,4
vehicledef_HUNTER_AMMO,1,,1,,1,,2,,2
vehicledef_PEGASUS_MISSILE,3,,1,,1,,1,,2
vehicledef_STRIKER_AMMO,0,,0,,0,3055-01-01T00:00:00Z,6,,7
vehicledef_SCIMITAR_MISSILE,2,,1,,2,,2,,0
vehicledef_SALADIN_LBX,0,,0,,0,3061-01-01T00:00:00Z,24,,61
vehicledef_YELLOWJACKET,0,,0,,0,3058-01-01T00:00:00Z,104,,86
vehicledef_YELLOWJACKET_RAC,0,,0,,0,,0,3066-01-01T00:00:00Z,15
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,3058-01-01T00:00:00Z,13,,11
vehicledef_SALADIN_ULTRA,0,,0,,0,,0,3064-01-01T00:00:00Z,43
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,9,,43,,13,,55,,13
vehicledef_VEDETTE,24,,123,,38,,110,,19
vehicledef_VEDETTE_NETC,0,,0,,0,3056-01-01T00:00:00Z,146,,49
vehicledef_CONDOR,3,,14,,4,,15,,2
vehicledef_FALCON,2,,8,,2,,10,,9
vehicledef_APC_Maxim_SRM4,1,,3,,1,,2,,1
vehicledef_VEDETTE_RAC,0,,0,,0,,0,3067-01-01T00:00:00Z,17
vehicledef_APC_Maxim_3052AP,0,,0,,0,3055-01-01T00:00:00Z,6,,1
vehicledef_APC_Maxim_SRM2,1,,3,,1,,2,,1
vehicledef_APC_Maxim,4,,20,,4,,7,,1
vehicledef_APC_Maxim_I,0,,0,,0,3060-01-01T00:00:00Z,19,,25
vehicledef_APC_Maxim_3052U,0,,0,,0,3055-01-01T00:00:00Z,6,,1
vehicledef_APC_Maxim_BA,0,,0,,0,3055-01-01T00:00:00Z,18,,4
vehicledef_CHAPARRAL_MG,0,,0,,0,,0,3062-01-01T00:00:00Z,2
vehicledef_CHAPARRAL,0,,0,3049-01-01T00:00:00Z,24,,37,,9
vehicledef_APC_Maxim_BAv2,0,,0,,0,3058-01-01T00:00:00Z,6,,1
vehicledef_CHAPARRAL_SRM,0,,0,,0,3060-01-01T00:00:00Z,9,,2
vehicledef_APC_Maxim_3052FS,0,,0,,0,3053-01-01T00:00:00Z,6,,1
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,3,,1,,5,,0
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,11,,3,,14,,0
vehicledef_STYGIAN,0,,0,,0,,0,3062-01-01T00:00:00Z,24
vehicledef_CONDOR_LASER,0,,0,,0,3061-01-01T00:00:00Z,10,,8
vehicledef_STYGIAN_ARMOR,0,,0,,0,,0,3065-01-01T00:00:00Z,9
vehicledef_REGULATOR,0,,0,,0,3057-01-01T00:00:00Z,127,,40
Heavies,,,,,,,,,
vehicledef_RECOVERY_HeavyMech,4,,10,,4,,13,,7
vehicledef_PARAMOUR,2,,5,,2,,6,,3
vehicledef_DRONECARRIER,0,3028-01-01T00:00:00Z,5,,2,,6,,4
vehicledef_CARRIER_AC2,4,,10,,4,,6,,2
vehicledef_CARRIER_LBX,0,,0,,0,,0,3063-01-01T00:00:00Z,32
vehicledef_BULLDOG_AC2,2,,5,,2,,3,,0
vehicledef_CARRIER_LASER,6,,14,,6,,13,,7
vehicledef_THUMPER,16,,26,,8,,12,,6
vehicledef_BULLDOG,4,,10,,4,,6,,0
vehicledef_PIKE,4,,10,,4,,9,,0
vehicledef_MARKSMAN,1,,0,,0,,0,,0
vehicledef_PO,0,,0,3049-01-01T00:00:00Z,3,,11,,6
vehicledef_PO_LGAUSS,0,,0,,0,3059-01-01T00:00:00Z,12,,5
vehicledef_BULLDOG_LRM,2,,5,,2,,3,,0
vehicledef_CARRIER_MRM,0,,0,,0,,0,3063-01-01T00:00:00Z,69
vehicledef_CARRIER_SRM_NARC,0,,0,,0,3055-01-01T00:00:00Z,69,,39
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,265,,138
vehicledef_CARRIER_SRM,16,,41,,16,,23,,11
vehicledef_CARRIER_LRM,16,,41,,16,,22,,10
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,20
vehicledef_ZHUKOV,0,3030-01-01T00:00:00Z,20,,8,,26,,14
vehicledef_BRUTUS_PPCv2,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_MANTICORE,16,,41,,16,,52,,5
vehicledef_VONLUCKNER_VNL-K65N,4,,10,,4,,3,,1
vehicledef_BRUTUS,0,,0,3049-01-01T00:00:00Z,2,,6,,4
vehicledef_BRUTUS_PPC,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_BRUTUS_LRM,0,,0,3049-01-01T00:00:00Z,1,,3,,2
vehicledef_VONLUCKNER_VNL-K75N,0,,0,,0,,0,3062-01-01T00:00:00Z,14
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,3,,5,,3,,5,,1
vehicledef_PARTISAN,19,,28,,18,,30,,4
vehicledef_SCHREK_AC,3,,4,,3,,7,,5
vehicledef_SCHREK_MG,1,,1,,1,,2,,1
vehicledef_DEMOLISHER_MG,6,,8,,5,,5,,3
vehicledef_PARTISAN_AD,0,,0,,0,3059-01-01T00:00:00Z,57,,64
vehicledef_SCHREK,6,,16,,11,,25,,11
vehicledef_ONTOS,45,,62,,30,,26,,13
vehicledef_DEMOLISHER,31,,45,,24,,24,,16
vehicledef_PARTISAN_LRM,3,,5,,3,,5,,1
vehicledef_DEVASTATOR,9,,12,,8,,13,,0
vehicledef_SCHILTRON-C,0,,0,,0,3060-01-01T00:00:00Z,5,,7
vehicledef_BEHEMOTH_FLAMER,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_ONTOS_LRM,0,,0,3049-01-01T00:00:00Z,5,,9,,7
vehicledef_BEHEMOTH,0,,0,3049-01-01T00:00:00Z,6,,19,,6
vehicledef_ONTOS_3053,0,,0,,0,3053-01-01T00:00:00Z,156,,125
vehicledef_ONTOS_LGAUSS,0,,0,,0,,0,3065-01-01T00:00:00Z,62
vehicledef_ONTOS_FUSION,4,,8,,4,,6,,5
vehicledef_DEMOLISHER_ARROWIV,0,,0,,0,,0,3062-01-01T00:00:00Z,22
vehicledef_MORRIGU_LASER,0,,0,,0,,0,3067-01-01T00:00:00Z,5
vehicledef_BEHEMOTH_KURITA,0,,0,,0,,0,3062-01-01T00:00:00Z,5
vehicledef_BEHEMOTH_ARMOR,0,,0,3049-01-01T00:00:00Z,1,,2,,1
vehicledef_RHINO_FLAMER,5,,8,,5,,8,,4
vehicledef_SCHILTRON-B,0,,0,,0,3060-01-01T00:00:00Z,7,,10
vehicledef_RHINO_MG,5,,8,,5,,8,,4
vehicledef_SCHILTRON-A,0,,0,,0,3060-01-01T00:00:00Z,7,,10
vehicledef_RHINO,11,,15,,10,,17,,8
vehicledef_RHINO_SL,3,,4,,2,,4,,2
vehicledef_DEMOLISHER_GAUSS,0,,0,,0,3053-01-01T00:00:00Z,114,,94
vehicledef_SCHILTRON-D,0,,0,,0,,0,3063-01-01T00:00:00Z,5
vehicledef_MORRIGU,0,,0,,0,,0,3067-01-01T00:00:00Z,30
vehicledef_SOARECE,4,,0,,0,,0,,0
