HyadesRim,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
mechdef_cronus_CNS-3M,0,3031-01-01T00:00:00Z,3,,3,,3,,6
Heavies,,,,,,,,,
mechdef_jagermech_JM6-S,0,,0,,0,3060-01-01T00:00:00Z,4,,5
mechdef_rifleman_RFL-3N,17,,17,,6,,7,,4
mechdef_quickdraw_QKD-4G,8,,8,,2,,3,,2
mechdef_quickdraw_QKD-5A,3,,3,,1,,2,,1
mechdef_merlin_MLN-1A,0,,0,3049-01-01T00:00:00Z,4,,4,,2
mechdef_merlin_MLN-1B,0,,0,,0,3055-01-01T00:00:00Z,4,,5
mechdef_ostroc_OSR-2C,4,,4,,1,,1,,1
mechdef_quickdraw_QKD-4H,2,,2,,1,,2,,1
mechdef_ostsol_OTL-4D,9,,9,,3,,5,,1
mechdef_ostroc_OSR-3C,2,,2,,1,,1,,1
mechdef_warhammer_WHM-6R,24,,24,,6,,8,,5
mechdef_cataphract_CTF-1X,0,,0,,0,3058-01-01T00:00:00Z,5,,3
mechdef_crusader_CRD-3R,17,,17,,6,,13,,8
mechdef_ostsol_OTL-5D,0,,0,,0,,0,3067-01-01T00:00:00Z,3
mechdef_thunderbolt_TDR-5S,12,,12,,4,,7,,4
mechdef_bombardier_BMB-10D,4,,4,,1,,0,,0
mechdef_grasshopper_GHR-5J,0,,0,,0,3055-01-01T00:00:00Z,4,,5
mechdef_marauder_MAD-3R,4,,4,,1,,2,,2
mechdef_guillotine_GLT-4P,1,,1,,0,,0,,0
mechdef_ostroc_OSR-2D,0,,0,,0,3055-01-01T00:00:00Z,1,,1
mechdef_catapult_CPLT-C1,4,,6,,2,,2,,1
mechdef_guillotine_GLT-4L,6,,6,,2,,4,,2
mechdef_archer_ARC-6W,0,,0,,0,,0,3067-01-01T00:00:00Z,2
mechdef_grasshopper_GHR-5H,24,,21,,7,,8,,5
mechdef_orion_ON1-K,12,,12,,4,,7,,4
mechdef_stalker_STK-4P,6,,6,,2,,8,,10
mechdef_catapult_CPLT-H2,0,,0,,0,,0,3064-01-01T00:00:00Z,2
mechdef_archer_ARC-2R,17,,17,,6,,9,,4
mechdef_warhammer_WHM-7M,0,,0,3049-01-01T00:00:00Z,1,,6,,7
mechdef_grasshopper_GHR-5N,0,,0,3040-01-01T00:00:00Z,1,,3,,3
mechdef_jagermech_JM6-DG,0,,0,,0,3058-01-01T00:00:00Z,1,,1
Assaults,,,,,,,,,
mechdef_charger_CGR-1L,0,,0,3049-01-01T00:00:00Z,3,,3,,4
mechdef_charger_CGR-1A1,0,,0,3049-01-01T00:00:00Z,2,,1,,1
mechdef_victor_VTR-9A1,0,,0,,0,3058-01-01T00:00:00Z,1,,2
mechdef_cyclops_CP-10-Z,6,,6,,6,,5,,3
mechdef_longbow_LGB-0W,21,,21,,21,,8,,6
mechdef_zeus_ZEU-6S,0,,0,,0,3058-01-01T00:00:00Z,8,,12
mechdef_victor_VTR-9B,13,,13,,13,,6,,3
mechdef_longbow_LGB-0W2,3,,3,,3,,3,,4
mechdef_banshee_BNC-3E,36,,36,,36,,23,,16
mechdef_goliath_GOL-1H,5,,5,,5,,3,,1
mechdef_charger_CGR-1A5,0,,0,,0,3058-01-01T00:00:00Z,1,,1
mechdef_battlemaster_BLR-1G,25,,18,,18,,13,,9
mechdef_stalker_STK-4N,10,,10,,10,,10,,10
mechdef_stalker_STK-3F,78,,78,,78,,40,,29
mechdef_goliath_GOL-2H,0,,0,,0,,0,3067-01-01T00:00:00Z,1
mechdef_awesome_AWS-8Q,51,,51,,52,,26,,18
mechdef_longbow_LGB-7Q,10,,10,,10,,6,,4
mechdef_stalker_STK-3H,10,,10,,10,,14,,10
mechdef_longbow_LGB-8C,4,,4,,4,,8,,11
mechdef_victor_VTR-9K,0,,0,,0,3055-01-01T00:00:00Z,3,,5
mechdef_atlas_AS7-RS,1,,1,,1,,1,,1
mechdef_awesome_AWS-9Q,0,,0,,0,3057-01-01T00:00:00Z,13,,18
mechdef_atlas_AS7-D,4,,4,,4,,2,,2
